Model,Estación,Producto,Month,RMSE,MAPE
catboost,ES7,GOA,Feb,0.0388715766166838,0.0652606464360053
catboost,ES7,GOA,Mar,0.0515620074204418,0.3550580344810763
catboost,ES7,GOA,Apr,0.0489882296514442,0.0549191773382825
catboost,ES7,GOA,May,0.0286093952572696,0.0335386602469524
catboost,ES7,GOA,Jun,0.0313135748873766,0.0433660865594958
catboost,ES7,GOA,Jul,0.089268343577387,37838925981033.6
catboost,ES7,GOA,Aug,0.0811478855309177,0.1572288946062968
catboost,ES7,GOA,Sep,0.0296669159790339,0.0438287359137276
catboost,ES7,GOA,Oct,0.0540906279913905,0.1002970082670677
catboost,ES7,GOA,Nov,0.0339481635176634,0.0594803807186043
catboost,ES7,GOA,Dec,0.0920166099645687,0.488555905516861
catboost,ES7,GOA,Jan,0.0596438452562726,0.1456847075586129
catboost,ES8,95,Feb,0.009215169877099,0.1550664939377774
catboost,ES8,95,Mar,0.0092554258704256,0.1073397738080961
catboost,ES8,95,Apr,0.0123346943058516,0.1474196015289156
catboost,ES8,95,May,0.0087994692903314,0.1114854297558455
catboost,ES8,95,Jun,0.0080852716001266,0.0905936404871623
catboost,ES8,95,Jul,0.0247851825962282,0.1910671398930538
catboost,ES8,95,Aug,0.0542175903244328,0.3102008889290578
catboost,ES8,95,Sep,0.0139417862210515,0.1189656579159719
catboost,ES8,95,Oct,0.0106293717786872,0.1205465809189589
catboost,ES8,95,Nov,0.013540032399274,0.1862708462332878
catboost,ES8,95,Dec,0.0142971144531908,0.1418838365995523
catboost,ES8,95,Jan,0.0102915736137789,0.1117053372278763
catboost,ES8,GOA,Feb,0.0605355491262801,0.130331592909567
catboost,ES8,GOA,Mar,0.0499314580319746,0.1654010608876014
catboost,ES8,GOA,Apr,0.0328832160535989,0.0871622621322161
catboost,ES8,GOA,May,0.0388065433240697,0.0847705137142542
catboost,ES8,GOA,Jun,0.0212890575003528,0.0492985878932493
catboost,ES8,GOA,Jul,0.043334797578144,0.0973191426473257
catboost,ES8,GOA,Aug,0.1344861963781166,0.2215805692764881
catboost,ES8,GOA,Sep,0.0611202621395336,0.1061387715841094
catboost,ES8,GOA,Oct,0.0367972941829009,0.0810837169217675
catboost,ES8,GOA,Nov,0.03646630772637,0.0826798628067374
catboost,ES8,GOA,Dec,0.0725412790044201,0.2000646709700705
catboost,ES8,GOA,Jan,0.0421027302923935,0.1230094529087541
catboost,ES9,95,Feb,0.009621580524226,0.0539849964588404
catboost,ES9,95,Mar,0.0105201738920111,0.0733286823003298
catboost,ES9,95,Apr,0.0148269187560809,0.0635055281595356
catboost,ES9,95,May,0.0100112373495698,0.0530636301493913
catboost,ES9,95,Jun,0.0142288019540216,0.0597235318545302
catboost,ES9,95,Jul,0.0151646689554401,0.0773489048949286
catboost,ES9,95,Aug,0.0284498321437446,0.1175314463594233
catboost,ES9,95,Sep,0.0110267804161305,0.050770488149551
catboost,ES9,95,Oct,0.0144105257370172,0.0691837976157408
catboost,ES9,95,Nov,0.0075394744385215,0.0396928641898662
catboost,ES9,95,Dec,0.0099264674352143,0.0541253032479935
catboost,ES9,95,Jan,0.0203496279701678,0.1430752903851156
catboost,ES9,GOA,Feb,0.0223135846452192,0.03071252205618
catboost,ES9,GOA,Mar,0.0482800085395406,0.3853764548588781
catboost,ES9,GOA,Apr,0.0206606683639147,0.0296452992320274
catboost,ES9,GOA,May,0.0200221768801896,0.0254041166553637
catboost,ES9,GOA,Jun,0.0327343356126364,0.0448874170137051
catboost,ES9,GOA,Jul,0.0432446009333854,0.0783995009480799
catboost,ES9,GOA,Aug,0.0271128346866272,0.0368653364833325
catboost,ES9,GOA,Sep,0.0314906406643856,0.0472875176609602
catboost,ES9,GOA,Oct,0.0276481428868801,0.040104176041804
catboost,ES9,GOA,Nov,0.0148893091007015,0.0223129853491117
catboost,ES9,GOA,Dec,0.0453807214594744,0.107992704714344
catboost,ES9,GOA,Jan,0.078675541586087,0.2027034452151404
xgboost,ES1,95,Feb,0.0169693467952631,1.4921827639847618
xgboost,ES1,95,Mar,0.0105519694108231,0.247222425786648
xgboost,ES1,95,Apr,0.0129347433704766,0.1527279258864023
xgboost,ES1,95,May,0.0107832913667969,0.1265257449167311
xgboost,ES1,95,Jun,0.0122109799789057,0.1960399531097095
xgboost,ES1,95,Jul,0.0075756145483067,0.0802087830031984
xgboost,ES1,95,Aug,0.0135638532918347,0.1227672841569438
xgboost,ES1,95,Sep,0.0104795848784155,0.1666926608546889
xgboost,ES1,95,Oct,0.0119761967643656,0.1976126218906498
xgboost,ES1,95,Nov,0.0101420045790363,0.209574536838087
xgboost,ES1,95,Dec,0.0092127723337689,0.1500304803797736
xgboost,ES1,95,Jan,0.0067048492845593,0.1341865911976124
xgboost,ES1,GOA,Feb,0.0580740316811607,0.1083651537773283
xgboost,ES1,GOA,Mar,0.0558240912185979,0.4619498869349583
xgboost,ES1,GOA,Apr,0.0491753355682207,0.0707012628995585
xgboost,ES1,GOA,May,0.0590522175812082,0.1008226701595961
xgboost,ES1,GOA,Jun,0.032554249571291,0.0437803900759159
xgboost,ES1,GOA,Jul,0.0418156408708033,0.0735401537799167
xgboost,ES1,GOA,Aug,0.0339853421953726,0.0512597285996038
xgboost,ES1,GOA,Sep,0.0349585722103822,0.053537456430172
xgboost,ES1,GOA,Oct,0.0276346602213756,0.0464062171134469
xgboost,ES1,GOA,Nov,0.0319737249443678,0.051399938386928
xgboost,ES1,GOA,Dec,0.0790048669948394,0.1543967036968415
xgboost,ES1,GOA,Jan,0.0421510098100983,0.0750440745238382
xgboost,ES10,95,Feb,0.0217947456958707,0.061118529320858
xgboost,ES10,95,Mar,0.0207032057227209,0.0577211798377103
xgboost,ES10,95,Apr,0.013713737134474,0.0349406224338654
xgboost,ES10,95,May,0.0207649534079677,0.0500278619719795
xgboost,ES10,95,Jun,0.0170318382989617,0.0459674978829706
xgboost,ES10,95,Jul,0.016981559873193,0.0410213047835101
xgboost,ES10,95,Aug,0.0184462204688424,0.0492965296210615
xgboost,ES10,95,Sep,0.0146032219427025,0.0348656660968607
xgboost,ES10,95,Oct,0.0140534492940736,0.033172166609636
xgboost,ES10,95,Nov,0.0215640678655531,0.0453847638778015
xgboost,ES10,95,Dec,0.0293863594048455,0.0756962086885472
xgboost,ES10,95,Jan,0.0174481339101277,0.0465001032119512
xgboost,ES10,GOA,Feb,0.0483209549983857,0.0744400426220489
xgboost,ES10,GOA,Mar,0.0570067843779621,0.1620452576511527
xgboost,ES10,GOA,Apr,0.0293532209334603,0.0477340561399328
xgboost,ES10,GOA,May,0.0364792561297541,0.0580230412144685
xgboost,ES10,GOA,Jun,0.0407419575747499,0.0685869068388125
xgboost,ES10,GOA,Jul,0.0604430861011231,0.2374138214858532
xgboost,ES10,GOA,Aug,0.0238809306320925,0.0403546824013722
xgboost,ES10,GOA,Sep,0.0308391241445941,0.0429114057349461
xgboost,ES10,GOA,Oct,0.0453956948830008,0.0598345453087859
xgboost,ES10,GOA,Nov,0.0552263026714405,0.0722306931072526
xgboost,ES10,GOA,Dec,0.0652832620335464,0.5781090578255111
xgboost,ES10,GOA,Jan,0.0506132520470831,17526164344012.973
xgboost,ES11,95,Feb,0.0122570142715861,0.0662584054825543
xgboost,ES11,95,Mar,0.0155478354224822,0.0957137173556881
xgboost,ES11,95,Apr,0.0154052498746975,0.0679453639328552
xgboost,ES11,95,May,0.0091513856830533,0.0452227260546189
xgboost,ES11,95,Jun,0.0123539354606316,0.05185128399929
xgboost,ES11,95,Jul,0.0489592174513141,0.1723102516447713
xgboost,ES11,95,Aug,0.0398833264356603,0.1262942919268518
xgboost,ES11,95,Sep,0.0223666338294681,0.0836619241155665
xgboost,ES11,95,Oct,0.0151408046037636,0.0748726564772268
xgboost,ES11,95,Nov,0.0087585189390254,0.0420758909006876
xgboost,ES11,95,Dec,0.0068487050605762,0.0367444958074203
xgboost,ES11,95,Jan,0.0141285106971951,0.0939553115112469
xgboost,ES11,GOA,Feb,0.0378879045701998,0.0471927404806247
xgboost,ES11,GOA,Mar,0.0281315923785985,0.1525682010133272
xgboost,ES11,GOA,Apr,0.0459977593733842,0.0624902700827109
xgboost,ES11,GOA,May,0.0376995731722787,0.0523533090551467
xgboost,ES11,GOA,Jun,0.0410550617309164,0.0652686983095621
xgboost,ES11,GOA,Jul,0.0462901033603616,0.1663745793153675
xgboost,ES11,GOA,Aug,0.092860344515865,0.1093616546569195
xgboost,ES11,GOA,Sep,0.0351267057034607,0.0524158667240158
xgboost,ES11,GOA,Oct,0.0644896034749894,0.1241039483027006
xgboost,ES11,GOA,Nov,0.0472912987518571,0.0862221245583875
xgboost,ES11,GOA,Dec,0.0930888860505911,0.3744335104283561
xgboost,ES11,GOA,Jan,0.0949634928871524,0.7490991711239107
xgboost,ES12,95,Feb,0.0199246608173262,0.0712748826816815
xgboost,ES12,95,Mar,0.0136691618929578,0.0567484743249384
xgboost,ES12,95,Apr,0.0233915271852421,0.0732867093652692
xgboost,ES12,95,May,0.022697374021826,0.0763580172134358
xgboost,ES12,95,Jun,0.018756630169497,0.060208778497804
xgboost,ES12,95,Jul,0.0317082869049063,0.0993737201919147
xgboost,ES12,95,Aug,0.0271223845781595,0.0815321204337173
xgboost,ES12,95,Sep,0.0117793354891605,0.0373107889524892
xgboost,ES12,95,Oct,0.0209822109225468,0.0756521908645392
xgboost,ES12,95,Nov,0.0159924921159049,0.0612692492042476
xgboost,ES12,95,Dec,0.0326958828109144,0.1239779718023917
xgboost,ES12,95,Jan,0.0200400697571656,0.0793069542500245
xgboost,ES12,GOA,Feb,0.0409730692909691,0.0477855268473934
xgboost,ES12,GOA,Mar,0.0473852996672816,0.3977451660485658
xgboost,ES12,GOA,Apr,0.0372355630381981,0.0452716585578733
xgboost,ES12,GOA,May,0.0383141791577309,0.0539618385741418
xgboost,ES12,GOA,Jun,0.0277635153508574,0.0358161163038256
xgboost,ES12,GOA,Jul,0.0351655736577141,0.1283661732235715
xgboost,ES12,GOA,Aug,0.0329417431152754,0.0389107530347065
xgboost,ES12,GOA,Sep,0.0255756942292669,0.0309264564601563
xgboost,ES12,GOA,Oct,0.0329060228435773,0.0455535491374829
xgboost,ES12,GOA,Nov,0.0326297707562923,0.047722927965409
xgboost,ES12,GOA,Dec,0.0836431437640676,0.1926037577167387
xgboost,ES12,GOA,Jan,0.1152106169759588,0.3433109273999289
xgboost,ES2,95,Feb,0.0168110828996537,0.0829345489844182
xgboost,ES2,95,Mar,0.0253964808013182,0.1823847149065225
xgboost,ES2,95,Apr,0.0125509444133002,0.0541172708241344
xgboost,ES2,95,May,0.0160352070412448,0.0627387241885084
xgboost,ES2,95,Jun,0.022061752326008,0.0807096402169047
xgboost,ES2,95,Jul,0.0182099776184225,0.0689024110696572
xgboost,ES2,95,Aug,0.0299069499685682,0.1180007611620958
xgboost,ES2,95,Sep,0.0125648975228828,0.0539812127856035
xgboost,ES2,95,Oct,0.0220441806818508,0.1176885499694425
xgboost,ES2,95,Nov,0.015601071214005,0.084579579017129
xgboost,ES2,95,Dec,0.0155714198621794,0.0713577027848609
xgboost,ES2,95,Jan,0.0280953683640086,0.1564729846462068
xgboost,ES2,GOA,Feb,0.0330790148365359,0.0532565768306242
xgboost,ES2,GOA,Mar,0.0716753647025245,0.7664680310979086
xgboost,ES2,GOA,Apr,0.0241495040020565,0.0387538257076592
xgboost,ES2,GOA,May,0.0289812640039435,0.0469161864932916
xgboost,ES2,GOA,Jun,0.0240009244546559,0.0376219656277844
xgboost,ES2,GOA,Jul,0.0304565626434525,0.1629749955140718
xgboost,ES2,GOA,Aug,0.0303860264895416,0.0461502435609304
xgboost,ES2,GOA,Sep,0.0279832949751854,0.0522614180368743
xgboost,ES2,GOA,Oct,0.0318773250820948,0.0624189908884075
xgboost,ES2,GOA,Nov,0.0305115906235314,0.0560860049248589
xgboost,ES2,GOA,Dec,0.0693650825359848,0.1607888012027661
xgboost,ES2,GOA,Jan,0.1012235882382349,0.4266939545998066
xgboost,ES3,95,Feb,0.0114211565698333,0.1326002999863238
xgboost,ES3,95,Mar,0.0208168705889367,0.2942320913012448
xgboost,ES3,95,Apr,0.0123307414121801,0.1361330662094977
xgboost,ES3,95,May,0.007224509464996,0.0668660899782521
xgboost,ES3,95,Jun,0.0163681360567727,0.1230671118517544
xgboost,ES3,95,Jul,0.0380208993123774,0.1920146763414713
xgboost,ES3,95,Aug,0.0507083058814588,0.2397197546215691
xgboost,ES3,95,Sep,0.0223701151748068,0.1429569725513602
xgboost,ES3,95,Oct,0.0158818988246657,0.1320486619364291
xgboost,ES3,95,Nov,0.0146275355679019,0.1299152607945534
xgboost,ES3,95,Dec,0.0183768569812208,0.16361537589717
xgboost,ES3,95,Jan,0.010619488456793,0.1155100297205048
xgboost,ES3,GOA,Feb,0.037254632842582,0.0664579537109061
xgboost,ES3,GOA,Mar,0.0482349034271752,0.1459114750491491
xgboost,ES3,GOA,Apr,0.0298342115402915,0.0603534157772142
xgboost,ES3,GOA,May,0.0439273641812151,0.0755523014516249
xgboost,ES3,GOA,Jun,0.0370957149238466,0.0658326054359457
xgboost,ES3,GOA,Jul,0.0829878746390317,0.1133878288613123
xgboost,ES3,GOA,Aug,0.1235946388007222,0.1767361218128702
xgboost,ES3,GOA,Sep,0.0479484243874994,0.0700462819554092
xgboost,ES3,GOA,Oct,0.0517799208574966,0.0874571698067644
xgboost,ES3,GOA,Nov,0.0392500226603919,0.0687047584613009
xgboost,ES3,GOA,Dec,0.0958323960072933,0.1707609745910985
xgboost,ES3,GOA,Jan,0.0435892847719134,0.0836251530674802
xgboost,ES4,95,Feb,0.008826084715846,0.0538328741629582
xgboost,ES4,95,Mar,0.0061151491271825,0.0351075504761738
xgboost,ES4,95,Apr,0.0082630331970445,0.0530437571821193
xgboost,ES4,95,May,0.0082865219168829,0.0483388033257118
xgboost,ES4,95,Jun,0.0116158431475065,0.070252432441529
xgboost,ES4,95,Jul,0.0154654201431432,0.0838793258207005
xgboost,ES4,95,Aug,0.0161274438907036,0.0843337584447606
xgboost,ES4,95,Sep,0.0099860971868198,0.0552835655354828
xgboost,ES4,95,Oct,0.0123531008790066,0.069479824375273
xgboost,ES4,95,Nov,0.0125983934161849,0.0779312015576178
xgboost,ES4,95,Dec,0.0146867103377857,0.085422996148326
xgboost,ES4,95,Jan,0.0160506101977637,0.1349816187121842
xgboost,ES4,GOA,Feb,0.0304197077785029,0.0519237518731677
xgboost,ES4,GOA,Mar,0.0341905966827288,0.0947797989254727
xgboost,ES4,GOA,Apr,0.0180797010818243,0.0286652654858195
xgboost,ES4,GOA,May,0.0247422435637132,0.0499175148626982
xgboost,ES4,GOA,Jun,0.0203707498888889,0.0341289695398235
xgboost,ES4,GOA,Jul,0.0300796596089987,0.0624339438462107
xgboost,ES4,GOA,Aug,0.0262357905509817,0.0441777572552284
xgboost,ES4,GOA,Sep,0.0202265809254004,0.038416062559876
xgboost,ES4,GOA,Oct,0.0244515800351548,0.0493480770274744
xgboost,ES4,GOA,Nov,0.0191545000578633,0.034961155274098
xgboost,ES4,GOA,Dec,0.0572092433743204,0.1319530981636818
xgboost,ES4,GOA,Jan,0.059774493800735,0.2451732035472793
xgboost,ES5,95,Feb,0.0076277637205627,0.1093263515382414
xgboost,ES5,95,Mar,0.0070106043206399,0.1276402948495977
xgboost,ES5,95,Apr,0.0128500704755405,0.1841348039654846
xgboost,ES5,95,May,0.0084620926845737,0.1096036412473562
xgboost,ES5,95,Jun,0.0132709364067898,0.1231785439250749
xgboost,ES5,95,Jul,0.0240425114733632,0.1670916254191062
xgboost,ES5,95,Aug,0.0282442854358863,0.2029280562240912
xgboost,ES5,95,Sep,0.0167646991353817,0.1552848444306867
xgboost,ES5,95,Oct,0.0168037279090798,0.1427839640850769
xgboost,ES5,95,Nov,0.0086207481472729,0.0783909269389561
xgboost,ES5,95,Dec,0.0174443685032641,0.1593255423513982
xgboost,ES5,95,Jan,0.0136113410466243,0.2367417861117496
xgboost,ES5,GOA,Feb,0.0442858510878741,0.0636932522509681
xgboost,ES5,GOA,Mar,0.0352045085097986,0.0891828408499055
xgboost,ES5,GOA,Apr,0.0296609394594979,0.0668202216226232
xgboost,ES5,GOA,May,0.0351976651179177,0.0602589716850918
xgboost,ES5,GOA,Jun,0.0428652960712102,0.083952099477321
xgboost,ES5,GOA,Jul,0.0479277771703478,0.0818111744295435
xgboost,ES5,GOA,Aug,0.034495226235363,0.0598027479815511
xgboost,ES5,GOA,Sep,0.0266562706094095,0.0454489182984707
xgboost,ES5,GOA,Oct,0.0357037559071716,0.054637131579601
xgboost,ES5,GOA,Nov,0.050344998006222,0.0679858210188934
xgboost,ES5,GOA,Dec,0.0570451807626927,0.1033599139154703
xgboost,ES5,GOA,Jan,0.048000910010634,0.103177873703364
xgboost,ES6,95,Feb,0.0223560258231152,0.0717629893703449
xgboost,ES6,95,Mar,0.0105024134341773,0.0322084414858393
xgboost,ES6,95,Apr,0.0182931614648619,0.044581305048129
xgboost,ES6,95,May,0.0142824792624344,0.0401464059600384
xgboost,ES6,95,Jun,0.0286734595053013,0.0762642040526236
xgboost,ES6,95,Jul,0.0408453119863309,0.0874484193063012
xgboost,ES6,95,Aug,0.0527525064896117,0.1205583914547975
xgboost,ES6,95,Sep,0.0281962547008685,0.0622728034249998
xgboost,ES6,95,Oct,0.0245812269191662,0.0615388215417168
xgboost,ES6,95,Nov,0.0296248702461673,0.0818699676779935
xgboost,ES6,95,Dec,0.0334387586672946,0.0930268006884229
xgboost,ES6,95,Jan,0.0169954619371225,0.0469419028329521
xgboost,ES6,GOA,Feb,0.0358437072551504,0.0516309523545844
xgboost,ES6,GOA,Mar,0.0457454303347189,0.2286704800228534
xgboost,ES6,GOA,Apr,0.039950115710605,0.0437332278076525
xgboost,ES6,GOA,May,0.0381616868723061,0.0485182266842656
xgboost,ES6,GOA,Jun,0.0407714328043898,0.0506206882009153
xgboost,ES6,GOA,Jul,0.0521782737842993,0.2041916108923068
xgboost,ES6,GOA,Aug,0.0626501444625075,0.0719682039319524
xgboost,ES6,GOA,Sep,0.0407495043835166,0.0513604331472179
xgboost,ES6,GOA,Oct,0.0346612336681382,0.0486152854431414
xgboost,ES6,GOA,Nov,0.0368991316234007,0.0526150763999207
xgboost,ES6,GOA,Dec,0.0528729481098171,0.0941117071549698
xgboost,ES6,GOA,Jan,0.0717543409114613,0.2123815760550484
xgboost,ES7,95,Feb,0.0186046981717118,0.0709292328360631
xgboost,ES7,95,Mar,0.0255407715833118,0.1148632446701411
xgboost,ES7,95,Apr,0.0165177698559013,0.0632615635971127
xgboost,ES7,95,May,0.0193577385007595,0.0602175336294162
xgboost,ES7,95,Jun,0.0166502225327439,0.0530951469043842
xgboost,ES7,95,Jul,0.0146191674213852,0.0556730036377277
xgboost,ES7,95,Aug,0.0180218227803718,0.0674098452597316
xgboost,ES7,95,Sep,0.018166133846076,0.0723183166807337
xgboost,ES7,95,Oct,0.0232809957697008,0.0850461582053818
xgboost,ES7,95,Nov,0.0232894438480647,0.0994329257916088
xgboost,ES7,95,Dec,0.0246005270966971,0.1274144020698635
xgboost,ES7,95,Jan,0.0231753441296262,0.0928009205803941
xgboost,ES7,GOA,Feb,0.0377959152118627,0.0636511555771567
xgboost,ES7,GOA,Mar,0.0647715283358394,0.4737796745516098
xgboost,ES7,GOA,Apr,0.0411673100766561,0.0522219041555036
xgboost,ES7,GOA,May,0.035819814708485,0.0462439365892307
xgboost,ES7,GOA,Jun,0.0449430588514592,0.0637019476032414
xgboost,ES7,GOA,Jul,0.0766106368290984,35808473339221.445
xgboost,ES7,GOA,Aug,0.07798515487463,0.1511442864478568
xgboost,ES7,GOA,Sep,0.0311446052177283,0.0418653616379002
xgboost,ES7,GOA,Oct,0.0548021774017802,0.0989972096164981
xgboost,ES7,GOA,Nov,0.0434576071696573,0.0780283385155584
xgboost,ES7,GOA,Dec,0.0842248321150602,0.4671558619037771
xgboost,ES7,GOA,Jan,0.0707696644382074,0.1405047606697025
xgboost,ES8,95,Feb,0.0102373747041674,0.1707520646059321
xgboost,ES8,95,Mar,0.0077120290947973,0.088216029286541
xgboost,ES8,95,Apr,0.0129437559929182,0.1363980661933222
xgboost,ES8,95,May,0.0089405975226032,0.1133232515093328
xgboost,ES8,95,Jun,0.0065241246699491,0.0745345932952465
xgboost,ES8,95,Jul,0.0235445674622202,0.1927676688036159
xgboost,ES8,95,Aug,0.0539310200681615,0.3074283586375309
xgboost,ES8,95,Sep,0.0185969839874555,0.1566111977025893
xgboost,ES8,95,Oct,0.0123020427799579,0.1382201147110891
xgboost,ES8,95,Nov,0.0158004854284655,0.1934799026556681
xgboost,ES8,95,Dec,0.0143179415152656,0.1274904229742163
xgboost,ES8,95,Jan,0.0108305531985101,0.0956786986932985
xgboost,ES8,GOA,Feb,0.0567215850916327,0.1124241172106972
xgboost,ES8,GOA,Mar,0.0589107092633381,0.2067163171309535
xgboost,ES8,GOA,Apr,0.0399071544673782,0.1002920265536558
xgboost,ES8,GOA,May,0.0366533109629142,0.0812343226279835
xgboost,ES8,GOA,Jun,0.0277329342460951,0.0620080678271073
xgboost,ES8,GOA,Jul,0.0512086160323639,0.1107881568397077
xgboost,ES8,GOA,Aug,0.1290784391081909,0.2084338148557382
xgboost,ES8,GOA,Sep,0.0567071597282578,0.104853401649464
xgboost,ES8,GOA,Oct,0.0366166437499005,0.0697941509171217
xgboost,ES8,GOA,Nov,0.0376515304529025,0.0920239976729178
xgboost,ES8,GOA,Dec,0.0692397302006701,0.1972096988338305
xgboost,ES8,GOA,Jan,0.0452261568040942,0.138089998523754
xgboost,ES9,95,Feb,0.0116573989395382,0.0632215082082334
xgboost,ES9,95,Mar,0.0122459342799317,0.0762560857039288
xgboost,ES9,95,Apr,0.0121719577505798,0.0522478007578083
xgboost,ES9,95,May,0.007919023476868,0.0390538160793944
xgboost,ES9,95,Jun,0.0139567019698725,0.0607453916808773
xgboost,ES9,95,Jul,0.0184275649539859,0.0895230639906476
xgboost,ES9,95,Aug,0.0302877809854388,0.1240493484039038
xgboost,ES9,95,Sep,0.0111372981843762,0.0517139583914564
xgboost,ES9,95,Oct,0.01304031684836,0.062655807071878
xgboost,ES9,95,Nov,0.0092150674508126,0.0460643219284787
xgboost,ES9,95,Dec,0.0110406601967421,0.0602716351831532
xgboost,ES9,95,Jan,0.0226750723097237,0.1696975102940222
xgboost,ES9,GOA,Feb,0.0293180627151481,0.0388968184190422
xgboost,ES9,GOA,Mar,0.0232125185362603,0.0750462874534875
xgboost,ES9,GOA,Apr,0.0381269619336553,0.0408193428827681
xgboost,ES9,GOA,May,0.0241819883543238,0.0322614404615051
xgboost,ES9,GOA,Jun,0.0321935391319914,0.0421153952251827
xgboost,ES9,GOA,Jul,0.0319293421598621,0.0650165384573151
xgboost,ES9,GOA,Aug,0.0303729926977179,0.0429890848705323
xgboost,ES9,GOA,Sep,0.0411616824122703,0.0588738600415182
xgboost,ES9,GOA,Oct,0.0321655714119055,0.0485023550685806
xgboost,ES9,GOA,Nov,0.0233649915604748,0.0354646902355544
xgboost,ES9,GOA,Dec,0.044916776011579,0.0824539995293098
xgboost,ES9,GOA,Jan,0.0876662168036981,0.2237334591911194
lasso,ES1,95,Feb,0.0177963184107598,1.9634904191859968
lasso,ES1,95,Mar,0.0156453148236616,0.3983078568360289
lasso,ES1,95,Apr,0.0111194913321642,0.1850154255689767
lasso,ES1,95,May,0.0100661333335297,0.1191482043175252
lasso,ES1,95,Jun,0.0115401094210097,0.1798098295637695
lasso,ES1,95,Jul,0.0124899795132054,0.1094493377838517
lasso,ES1,95,Aug,0.0156524650092948,0.1241164216752425
lasso,ES1,95,Sep,0.0117889302791676,0.186429444738991
lasso,ES1,95,Oct,0.0121465262854801,0.215844170035294
lasso,ES1,95,Nov,0.0123181587937705,0.3160602753523262
lasso,ES1,95,Dec,0.0099646384266541,0.1777482436869853
lasso,ES1,95,Jan,0.0117328068599696,0.3073267093612118
lasso,ES1,GOA,Feb,0.0323779501693679,0.0590642224682326
lasso,ES1,GOA,Mar,0.0379039134285474,0.2714561046973403
lasso,ES1,GOA,Apr,0.0576600273650609,0.0897776419001037
lasso,ES1,GOA,May,0.1036240551902573,0.1940351813230129
lasso,ES1,GOA,Jun,0.05788705587357,0.0941105535965428
lasso,ES1,GOA,Jul,0.0466550589152972,0.0783975406051791
lasso,ES1,GOA,Aug,0.0299998304693195,0.0416427835604905
lasso,ES1,GOA,Sep,0.0392532685106514,0.0563043461254467
lasso,ES1,GOA,Oct,0.0332660551662502,0.0587465626395529
lasso,ES1,GOA,Nov,0.0313149274389952,0.0456887941857665
lasso,ES1,GOA,Dec,0.0659296279605549,0.1330863184399766
lasso,ES1,GOA,Jan,0.0463625458405119,0.0844071311871301
lasso,ES10,95,Feb,0.0218346723269319,0.059622842374957
lasso,ES10,95,Mar,0.0239773546607439,0.0736830235535928
lasso,ES10,95,Apr,0.0102677043913715,0.0256893135979533
lasso,ES10,95,May,0.0198353428068197,0.0510530402109848
lasso,ES10,95,Jun,0.0190221921110126,0.0468689032794118
lasso,ES10,95,Jul,0.0172585182092181,0.0410603273795706
lasso,ES10,95,Aug,0.0167324283293028,0.0414006262670727
lasso,ES10,95,Sep,0.0145876425496183,0.0345236590781617
lasso,ES10,95,Oct,0.0133028427014807,0.0274606167556314
lasso,ES10,95,Nov,0.0232278249074719,0.0531069183651481
lasso,ES10,95,Dec,0.0291741606690185,0.078442000467556
lasso,ES10,95,Jan,0.014709105292312,0.0418812190463564
lasso,ES10,GOA,Feb,0.0401046364605791,0.0634171192729419
lasso,ES10,GOA,Mar,0.0752161516471387,0.2719782737008923
lasso,ES10,GOA,Apr,0.0460160038371978,0.071216465674381
lasso,ES10,GOA,May,0.0337417962973233,0.0503932510615161
lasso,ES10,GOA,Jun,0.0218618425756636,0.032363865563447
lasso,ES10,GOA,Jul,0.0663271389549148,0.2783453515748615
lasso,ES10,GOA,Aug,0.0353860189549842,0.0551664724134887
lasso,ES10,GOA,Sep,0.0430800314510552,0.0655338656344799
lasso,ES10,GOA,Oct,0.0618127440086623,0.0947262437442859
lasso,ES10,GOA,Nov,0.0629786368233735,0.0944400309770453
lasso,ES10,GOA,Dec,0.0716944068321202,0.7141660130310186
lasso,ES10,GOA,Jan,0.0899576924335703,33330231761326.12
lasso,ES11,95,Feb,0.0179399446947949,0.1040316109407866
lasso,ES11,95,Mar,0.0213308550188729,0.1372273845163798
lasso,ES11,95,Apr,0.016964428920821,0.0708629045456687
lasso,ES11,95,May,0.015803173006077,0.0804139542168332
lasso,ES11,95,Jun,0.0195349864237923,0.0872129477516035
lasso,ES11,95,Jul,0.0305455643132763,0.0907145853827285
lasso,ES11,95,Aug,0.0551109495787548,0.1780656678544451
lasso,ES11,95,Sep,0.0179926887720399,0.0754145433619012
lasso,ES11,95,Oct,0.0188571343494551,0.1063399519092908
lasso,ES11,95,Nov,0.0127279340988401,0.0621130845035644
lasso,ES11,95,Dec,0.0189530621594597,0.0960945366195114
lasso,ES11,95,Jan,0.0092776388087233,0.0521623467330523
lasso,ES11,GOA,Feb,0.0427567954006815,0.0624887362381334
lasso,ES11,GOA,Mar,0.0578449453091644,0.5189162806108568
lasso,ES11,GOA,Apr,0.046342914772061,0.0700644098167617
lasso,ES11,GOA,May,0.0409870294550609,0.0613293606121761
lasso,ES11,GOA,Jun,0.0285282553802788,0.0400790416492967
lasso,ES11,GOA,Jul,0.0548136111803325,0.5178421289896107
lasso,ES11,GOA,Aug,0.0841583409190706,0.1059590733834607
lasso,ES11,GOA,Sep,0.0279271949428803,0.0378758149354642
lasso,ES11,GOA,Oct,0.0559428978559831,0.105426319173556
lasso,ES11,GOA,Nov,0.0337547482821957,0.0595336712204185
