Model,Estación,Producto,Month,RMSE,MAPE
catboost,ES12,GOA,Jun,0.0277515146592205,0.0364032959596268
catboost,ES12,GOA,Jul,0.0469389076897756,0.2638230915229765
catboost,ES12,GOA,Aug,0.0244579842338726,0.0342563971965142
catboost,ES12,GOA,Sep,0.0283005451553067,0.0382466037139999
catboost,ES12,GOA,Oct,0.0229254077310047,0.0282671860776543
catboost,ES12,GOA,Nov,0.0287425332987,0.0428019550041382
catboost,ES12,GOA,Dec,0.0729964052602384,0.2567919739207215
catboost,ES12,GOA,Jan,0.1018553593577024,0.3153413371164904
catboost,ES2,95,Feb,0.0132351032528258,0.0669106979106262
catboost,ES2,95,Mar,0.0234106783534497,0.160103215216242
catboost,ES2,95,Apr,0.011697090217658,0.0469416398691678
catboost,ES2,95,May,0.0188228710337366,0.062534697361277
catboost,ES2,95,Jun,0.0162241589041616,0.0641783597723662
catboost,ES2,95,Jul,0.0120609556513373,0.0483767172597972
catboost,ES2,95,Aug,0.025900124380601,0.1019317903639501
catboost,ES2,95,Sep,0.0112122063535502,0.0514215543015472
catboost,ES2,95,Oct,0.0196610473972754,0.1056046445859342
catboost,ES2,95,Nov,0.0152614079754609,0.0860322342850535
catboost,ES2,95,Dec,0.0130482821169575,0.0603722820384073
catboost,ES2,95,Jan,0.0219519207246787,0.1190372776679879
catboost,ES2,GOA,Feb,0.0331169884436156,0.0582555812154744
catboost,ES2,GOA,Mar,0.0644669960142566,0.5608845669022428
catboost,ES2,GOA,Apr,0.0268222917629287,0.0402548516938222
catboost,ES2,GOA,May,0.0273204198428365,0.0474588833240395
catboost,ES2,GOA,Jun,0.0224887992022716,0.0352329237140319
catboost,ES2,GOA,Jul,0.0396856242685052,0.2752617293457545
catboost,ES2,GOA,Aug,0.0238238807629851,0.0362173893464736
catboost,ES2,GOA,Sep,0.0230074316035476,0.0417245408942002
catboost,ES2,GOA,Oct,0.0201023629232418,0.0377395570084122
catboost,ES2,GOA,Nov,0.0202926456776154,0.036196052786162
catboost,ES2,GOA,Dec,0.0702026947278175,0.1757378379451533
catboost,ES2,GOA,Jan,0.0983640612108963,0.4294348340105618
catboost,ES3,95,Feb,0.0098475637340316,0.1133048050353349
catboost,ES3,95,Mar,0.0207761188516987,0.310152998069934
catboost,ES3,95,Apr,0.0113256001908753,0.1253855380766311
catboost,ES3,95,May,0.0069158878147083,0.0731717920333252
catboost,ES3,95,Jun,0.0145663187441864,0.1109714668373297
catboost,ES3,95,Jul,0.0367534932067835,0.189496912715341
catboost,ES3,95,Aug,0.0548233753468327,0.2588240666385965
catboost,ES3,95,Sep,0.0198953564102901,0.1317732710762121
catboost,ES3,95,Oct,0.0166338750512427,0.1346941257946833
catboost,ES3,95,Nov,0.0126301125303985,0.1119255429888844
catboost,ES3,95,Dec,0.0150147310420173,0.1445668401833047
catboost,ES3,95,Jan,0.0089389506550187,0.1034621694835305
catboost,ES3,GOA,Feb,0.0487207641866465,0.0934157946696948
catboost,ES3,GOA,Mar,0.0460099086265408,0.1020853466051913
catboost,ES3,GOA,Apr,0.0401905072959078,0.0768545046936576
catboost,ES3,GOA,May,0.043299013275628,0.0785599137401843
catboost,ES3,GOA,Jun,0.0385393349482528,0.0685122404398794
catboost,ES3,GOA,Jul,0.0805087774994245,0.101158580024788
catboost,ES3,GOA,Aug,0.1327501487033637,0.1948394559134404
catboost,ES3,GOA,Sep,0.0442211042190468,0.0662458191359567
catboost,ES3,GOA,Oct,0.0463500771496808,0.0809938846777181
catboost,ES3,GOA,Nov,0.0364585261867277,0.0632948982149617
catboost,ES3,GOA,Dec,0.0887994235982531,0.1683579450174512
catboost,ES3,GOA,Jan,0.0498404117998513,0.0990836772155681
catboost,ES4,95,Feb,0.0067995668177505,0.0463752102849082
catboost,ES4,95,Mar,0.0053642914966513,0.0352563673034405
catboost,ES4,95,Apr,0.0071038062197082,0.0501042494997568
catboost,ES4,95,May,0.0071603663240771,0.0445310420092847
catboost,ES4,95,Jun,0.0130893105126433,0.0712447704911622
catboost,ES4,95,Jul,0.0130953389098335,0.0696791838638996
catboost,ES4,95,Aug,0.0168445023246413,0.0888343967095095
catboost,ES4,95,Sep,0.0101935527135006,0.0536478610692139
catboost,ES4,95,Oct,0.0114162472552401,0.0630802049004298
catboost,ES4,95,Nov,0.0145653605613817,0.0941839977146584
catboost,ES4,95,Dec,0.0155745744616066,0.0924795929508848
catboost,ES4,95,Jan,0.0178347006567405,0.1557671343833062
catboost,ES4,GOA,Feb,0.0320260316780347,0.056970778060045
catboost,ES4,GOA,Mar,0.0305573253772728,0.0876948513978057
catboost,ES4,GOA,Apr,0.0217527150291699,0.0365674487141366
catboost,ES4,GOA,May,0.0256109914937876,0.0478581572235064
catboost,ES4,GOA,Jun,0.0183729488390211,0.0313483360846129
catboost,ES4,GOA,Jul,0.0316533060817732,0.0776657711727345
catboost,ES4,GOA,Aug,0.0257474792229338,0.0447568500022655
catboost,ES4,GOA,Sep,0.0170479566772694,0.0411295275802899
catboost,ES4,GOA,Oct,0.0234927479020656,0.0475371578331035
catboost,ES4,GOA,Nov,0.0163820464718845,0.0266699297469435
catboost,ES4,GOA,Dec,0.0547945071358219,0.1134648861257442
catboost,ES4,GOA,Jan,0.0670242530831371,0.2529304470897096
catboost,ES5,95,Feb,0.005509778373719,0.0803223704187555
catboost,ES5,95,Mar,0.0065408302717537,0.1122024451862759
catboost,ES5,95,Apr,0.0128541716956405,0.179537856811241
catboost,ES5,95,May,0.0081540374929416,0.1101169863298119
catboost,ES5,95,Jun,0.012408106155548,0.1106461564256718
catboost,ES5,95,Jul,0.0221869660309089,0.1671774053297419
catboost,ES5,95,Aug,0.0240114596607977,0.170872132207141
catboost,ES5,95,Sep,0.0164918658160702,0.167835207770774
catboost,ES5,95,Oct,0.0157039780374927,0.1334036349016667
catboost,ES5,95,Nov,0.0061924539128103,0.0557902725636673
catboost,ES5,95,Dec,0.0181739127034564,0.1698256357785245
catboost,ES5,95,Jan,0.0138008655321878,0.2425197077695741
catboost,ES5,GOA,Feb,0.0398636134847634,0.0587754232414353
catboost,ES5,GOA,Mar,0.0412275563659853,0.1095428029756846
catboost,ES5,GOA,Apr,0.032208866129726,0.0673399590568204
catboost,ES5,GOA,May,0.0328676439921223,0.0518126339595675
catboost,ES5,GOA,Jun,0.0395844035586272,0.0803688454221615
catboost,ES5,GOA,Jul,0.0398445609936999,0.065989597263585
catboost,ES5,GOA,Aug,0.0312564844717527,0.0519122659106971
catboost,ES5,GOA,Sep,0.0252838939706752,0.0420848240124635
catboost,ES5,GOA,Oct,0.0348079001928774,0.0549978519440431
catboost,ES5,GOA,Nov,0.0571586671146804,0.0858083802407911
catboost,ES5,GOA,Dec,0.0649253758598057,0.1434964460614932
catboost,ES5,GOA,Jan,0.0692156274683736,0.1239248824823087
catboost,ES6,95,Feb,0.0246824006623566,0.0757996535393994
catboost,ES6,95,Mar,0.0117431302445099,0.0345671678056305
catboost,ES6,95,Apr,0.0200079573332889,0.0537688424189928
catboost,ES6,95,May,0.015195148595166,0.044724881725399
catboost,ES6,95,Jun,0.0247345884986004,0.0650097020410049
catboost,ES6,95,Jul,0.0411058071160861,0.0919732517563907
catboost,ES6,95,Aug,0.049489316625508,0.1158468793603025
catboost,ES6,95,Sep,0.0203634119015683,0.0402052242498549
catboost,ES6,95,Oct,0.0240337539483746,0.0657660726956659
catboost,ES6,95,Nov,0.0251644173887585,0.0670350354311334
catboost,ES6,95,Dec,0.0318385023401213,0.0917487383365949
catboost,ES6,95,Jan,0.0170204518644901,0.0526293964263992
catboost,ES6,GOA,Feb,0.0349240927885952,0.0452249377017846
catboost,ES6,GOA,Mar,0.0559471007552239,0.2810973815836649
catboost,ES6,GOA,Apr,0.0357846592668696,0.035595024920637
catboost,ES6,GOA,May,0.0347555738342928,0.0461753907818863
catboost,ES6,GOA,Jun,0.0406101031344537,0.0526136202436817
catboost,ES6,GOA,Jul,0.0468875791971697,0.1882196236765986
catboost,ES6,GOA,Aug,0.0602432562966603,0.0717597974422131
catboost,ES6,GOA,Sep,0.0362817928612193,0.0468399976288311
catboost,ES6,GOA,Oct,0.033825880606881,0.0449198950571594
catboost,ES6,GOA,Nov,0.037829224195765,0.0547390473053083
catboost,ES6,GOA,Dec,0.0503216498436357,0.1294496552791299
catboost,ES6,GOA,Jan,0.0492278548521427,0.139786974005058
catboost,ES7,95,Feb,0.0183600836017404,0.0717320730399265
catboost,ES7,95,Mar,0.0245663660016914,0.1038666721587871
catboost,ES7,95,Apr,0.0137391417306583,0.0514491074406676
catboost,ES7,95,May,0.0188479311750524,0.0574847712862842
catboost,ES7,95,Jun,0.0153766921809497,0.0552622312301629
catboost,ES7,95,Jul,0.0157976295396021,0.0600033906184733
catboost,ES7,95,Aug,0.0143897988744314,0.0521537762142121
catboost,ES7,95,Sep,0.016082166650271,0.0638600190091953
catboost,ES7,95,Oct,0.0219774120258879,0.0844778823797738
catboost,ES7,95,Nov,0.021542468332015,0.0909578127356709
catboost,ES7,95,Dec,0.0250443047012309,0.1289634662309377
catboost,ES7,95,Jan,0.0210904694009014,0.0843262616217851
