Dia,dir,prec,presMax,presMin,racha,sol,tmax,tmed,tmin,velmedia
2018-01-08,99,0.0,1005.3,1000.9,7.8,2.9,12.7,11.0,9.2,1.4
2018-01-09,19,2.4,1006.4,998.1,19.4,2.1,14.5,11.9,9.3,4.7
2018-01-10,28,20.2,1013.0,999.6,24.2,3.7,13.2,10.2,7.1,7.2
2018-01-11,30,0.0,1020.6,1013.0,17.8,4.0,12.3,10.4,8.5,5.0
2018-01-12,15,3.8,1020.1,1006.6,13.6,1.8,12.5,9.5,6.5,3.3
2018-01-13,24,14.4,1010.7,1006.1,11.7,1.4,11.5,9.6,7.8,2.5
2018-01-14,18,0.0,1017.9,1010.3,6.4,7.5,12.2,8.6,5.1,1.9
2018-01-15,21,3.0,1019.1,1015.6,15.3,0.1,13.4,9.6,5.9,5.0
2018-01-16,26,0.8,1021.3,1018.3,11.7,0.0,14.5,13.4,12.3,3.9
2018-01-17,30,0.0,1024.4,1021.1,10.6,1.3,13.5,12.2,10.9,2.2
2018-01-18,25,3.0,1021.1,1016.5,6.9,0.1,13.0,11.5,10.0,2.2
2018-01-19,30,0.0,1020.9,1015.7,9.2,4.4,14.3,12.6,10.9,3.1
2018-01-20,22,0.0,1022.4,1018.8,12.5,1.9,15.2,13.0,10.7,5.0
2018-01-21,20,1.8,1024.2,1022.1,8.6,0.0,14.7,13.5,12.3,2.2
2018-01-22,22,0.0,1023.1,1021.4,10.8,0.9,16.2,14.2,12.2,2.8
2018-01-23,19,0.0,1022.3,1019.0,8.9,1.3,16.4,14.9,13.4,3.3
2018-01-24,16,15.0,1019.0,1011.6,14.7,2.0,14.6,12.6,10.5,5.6
2018-01-25,36,5.0,1017.5,1010.6,15.3,2.6,12.4,10.6,8.7,5.3
2018-01-26,35,0.4,1027.5,1017.5,14.2,2.6,11.8,10.6,9.4,4.7
2018-01-27,36,0.8,1029.0,1026.7,7.8,0.0,12.3,10.3,8.3,0.8
2018-01-28,06,0.0,1030.3,1027.0,7.5,8.9,14.9,12.0,9.1,3.1
2018-01-29,04,0.0,1028.3,1024.3,6.9,9.2,16.5,11.8,7.2,3.1
2018-01-30,08,0.0,1025.0,1019.0,6.1,9.3,13.4,9.6,5.7,1.4
2018-01-31,36,1.8,1019.4,1014.2,10.0,0.8,11.3,8.5,5.7,1.1
2018-02-01,36,7.4,1014.4,1010.0,18.6,2.4,11.2,9.4,7.5,5.6
2018-02-02,34,2.8,1015.9,1011.6,14.7,5.8,10.3,8.2,6.0,2.8
2018-02-03,36,8.4,1015.7,1011.7,16.9,0.1,11.3,9.5,7.7,4.2
2018-02-04,08,12.0,1011.8,1008.1,16.9,2.1,9.5,7.4,5.3,5.3
2018-02-05,03,0.6,1012.7,1008.7,19.7,5.6,9.2,7.4,5.6,8.6
2018-02-06,05,12.6,1013.8,1010.1,16.9,3.0,9.4,7.0,4.7,4.4
2018-02-07,35,4.4,1018.5,1013.8,19.4,4.7,8.1,6.0,4.0,5.3
2018-02-08,18,4.0,1018.3,1010.9,8.3,3.6,10.6,7.1,3.6,1.9
2018-02-09,36,1.4,1021.9,1010.9,13.9,1.4,11.5,9.2,6.9,5.6
2018-02-10,25,2.6,1021.9,1015.6,8.6,0.9,12.0,9.6,7.2,3.6
2018-02-11,35,7.8,1018.2,1013.3,12.2,0.0,12.7,10.8,8.8,4.7
2018-02-12,22,6.0,1019.1,1011.1,8.9,5.2,10.0,7.8,5.5,2.8
2018-02-13,24,8.4,1011.1,1005.0,16.1,0.0,12.6,9.6,6.5,4.4
2018-02-14,23,0.2,1009.4,1003.6,15.0,0.2,16.3,14.4,12.6,6.4
2018-02-15,99,18.0,1015.4,1009.1,11.4,0.0,16.8,14.2,11.6,3.6
2018-02-16,28,30.8,1018.3,1013.1,8.3,0.0,13.4,11.4,9.4,1.9
2018-02-17,36,0.0,1022.8,1018.3,7.8,9.1,13.2,10.4,7.5,2.8
2018-02-18,31,0.0,1022.6,1017.7,5.0,3.4,13.9,9.8,5.7,0.8
2018-02-19,04,0.0,1017.8,1016.5,7.8,5.3,13.5,11.6,9.8,3.1
2018-02-20,03,0.0,1018.2,1015.5,10.6,4.2,14.3,12.2,10.2,4.2
2018-02-21,06,0.0,1015.5,1007.6,14.4,6.8,12.9,11.0,9.1,5.8
2018-02-22,06,0.0,1007.7,1002.5,11.4,10.1,13.3,9.3,5.3,3.1
2018-02-23,15,0.0,1002.5,998.0,7.2,10.1,13.7,9.0,4.4,3.1
2018-02-24,06,0.0,1002.3,997.8,6.4,10.3,13.6,8.7,3.8,2.2
2018-02-25,06,0.0,1004.7,1002.3,6.4,10.3,16.4,10.5,4.6,2.5
2018-02-26,07,0.0,1003.7,997.6,12.8,10.0,14.5,10.2,5.8,4.7
2018-02-27,06,0.0,999.7,991.8,15.0,8.3,8.9,6.6,4.2,6.9
2018-02-28,09,23.2,991.8,975.1,13.1,0.0,6.9,4.4,1.9,2.8
2018-03-01,28,14.6,987.4,967.9,21.7,0.7,11.5,8.2,5.0,5.0
2018-03-02,22,6.6,988.7,973.6,14.7,0.8,12.4,8.0,3.7,4.4
2018-03-03,22,1.0,985.4,981.4,18.9,6.5,14.5,11.2,8.0,6.1
2018-03-04,24,8.4,988.0,980.9,16.7,3.0,13.3,10.0,6.8,5.3
2018-03-05,26,11.2,988.7,980.4,13.9,5.0,12.8,10.0,7.3,3.9
2018-03-06,28,3.4,998.7,987.0,18.3,5.4,11.8,10.0,8.2,6.4
2018-03-07,24,5.6,1001.2,995.4,11.9,2.6,13.1,10.2,7.3,2.5
2018-03-08,99,1.8,996.5,992.7,16.7,4.6,15.9,12.2,8.6,4.7
2018-03-09,22,6.8,995.2,983.7,19.2,1.4,18.7,16.0,13.2,4.2
2018-03-10,16,14.2,989.2,976.1,21.1,6.0,15.6,13.0,10.3,4.2
2018-03-11,23,3.2,997.4,976.1,24.7,3.5,13.3,11.8,10.3,8.1
2018-03-12,28,4.0,1008.2,997.4,17.2,5.8,14.0,11.0,7.9,4.4
2018-03-13,17,0.8,1005.8,998.7,16.4,7.2,17.0,12.2,7.4,4.4
2018-03-14,24,19.6,998.7,984.0,22.2,2.1,15.3,12.2,9.1,4.4
2018-03-15,26,6.8,995.2,984.0,15.3,1.3,12.7,10.0,7.3,4.4
2018-03-16,22,19.8,996.3,994.2,16.7,3.6,12.3,9.7,7.1,4.7
2018-03-17,28,0.2,996.4,993.4,10.0,7.7,12.8,9.8,6.8,4.4
2018-03-18,29,7.4,1003.5,996.3,12.2,4.8,12.6,10.5,8.4,3.3
2018-03-19,36,4.0,1011.8,1000.7,17.5,5.4,10.1,8.6,7.0,5.6
2018-03-20,99,0.2,1025.1,1011.8,16.7,2.1,10.6,8.4,6.2,6.4
2018-03-21,36,0.0,1026.1,1023.9,12.2,9.0,12.4,9.5,6.6,4.4
2018-03-22,29,1.0,1023.9,1012.5,8.6,10.1,11.5,7.0,2.6,1.7
2018-03-23,28,10.8,1012.5,993.9,23.6,1.8,15.8,12.0,8.2,7.5
2018-03-24,30,11.2,1003.8,996.3,28.6,1.6,11.8,9.6,7.3,9.2
2018-03-25,34,0.8,1016.8,1002.9,11.9,6.8,12.5,9.6,6.8,4.2
2018-03-26,26,1.4,1020.8,1016.7,7.8,0.8,14.0,11.6,9.2,2.8
2018-03-27,29,0.0,1021.5,1016.2,12.5,5.2,16.1,13.8,11.4,4.4
2018-03-28,22,10.0,1016.2,1009.1,15.3,1.5,13.6,11.0,8.3,4.7
2018-03-29,29,9.8,1009.1,993.4,20.6,4.1,13.1,9.8,6.5,4.7
2018-03-30,25,9.0,999.0,988.9,22.5,2.1,12.0,9.2,6.3,6.9
2018-03-31,34,0.4,1008.5,999.0,12.8,2.8,13.8,10.9,8.0,3.9
2018-04-01,15,9.8,1006.3,996.0,15.0,2.2,18.4,14.6,10.8,5.3
2018-04-02,22,3.2,996.0,990.3,15.8,4.6,17.5,14.6,11.8,5.6
2018-04-03,20,6.2,993.3,987.2,21.7,6.7,15.6,13.0,10.3,6.4
2018-04-04,26,7.2,1011.2,992.6,13.9,5.9,14.1,12.0,9.9,5.0
2018-04-05,14,3.8,1010.6,998.3,15.3,6.0,18.2,13.4,8.7,3.9
2018-04-06,16,4.0,998.5,995.7,13.6,0.2,13.9,11.4,9.0,4.2
2018-04-07,22,2.2,999.6,995.0,12.5,7.5,16.2,12.7,9.2,3.6
2018-04-08,20,3.6,999.8,996.5,11.9,3.1,15.4,12.2,9.1,4.4
2018-04-09,22,22.2,1003.8,994.3,11.7,7.9,14.8,12.0,9.2,3.9
2018-04-10,29,1.8,996.9,988.6,14.7,8.7,12.0,9.2,6.4,4.4
2018-04-11,30,2.0,999.2,996.9,8.1,6.4,14.1,11.4,8.8,4.7
2018-04-12,16,4.4,997.0,989.1,7.5,0.4,15.1,12.2,9.4,2.5
2018-04-13,01,0.2,1008.2,994.2,7.2,4.7,14.5,12.6,10.6,3.1
2018-04-14,20,1.2,1009.2,1005.8,14.7,6.9,17.6,13.4,9.3,3.9
2018-04-15,28,0.8,1009.5,1005.9,11.1,3.3,14.6,12.6,10.5,3.9
2018-04-16,21,0.0,1010.9,1007.4,15.8,12.3,17.7,13.4,9.0,4.4
2018-04-17,19,0.0,1015.4,1010.0,15.3,9.2,21.6,17.2,12.9,5.0
2018-04-18,19,0.0,1014.9,1011.6,10.8,12.5,24.7,18.0,11.4,2.2
2018-04-19,34,0.0,1014.7,1013.0,10.6,4.0,16.2,14.3,12.4,3.9
2018-04-20,35,0.0,1013.1,1008.3,9.2,6.1,16.1,14.3,12.5,3.9
2018-04-21,30,0.0,1009.9,1006.8,5.8,6.3,21.1,16.2,11.4,0.8
2018-04-22,36,0.0,1012.5,1008.2,7.8,1.9,14.8,13.4,11.9,2.2
2018-04-23,36,0.0,1013.7,1011.0,11.7,9.7,15.9,13.6,11.3,3.9
2018-04-24,34,0.0,1014.5,1010.8,10.3,6.6,17.2,14.6,11.9,3.9
2018-04-25,36,0.8,1018.9,1014.0,11.1,8.6,14.4,13.0,11.6,5.3
2018-04-26,35,0.2,1018.3,1009.0,10.8,12.9,15.5,13.1,10.7,4.7
2018-04-27,29,0.0,1011.1,1007.8,12.5,9.1,15.7,13.4,11.1,4.2
2018-04-28,24,0.8,1007.8,1000.8,8.6,10.3,14.8,11.9,9.0,2.8
2018-04-29,25,5.8,1005.6,998.9,11.9,3.0,13.0,10.8,8.7,4.4
2018-04-30,02,0.0,1012.1,1005.6,8.1,9.4,13.9,10.9,7.9,2.5
2018-05-01,26,1.8,1012.0,1005.6,11.7,9.8,15.9,11.8,7.7,4.2
2018-05-02,20,6.2,1014.5,1004.4,12.2,0.0,16.4,13.6,10.8,4.7
2018-05-03,36,0.0,1016.5,1014.2,12.5,11.8,14.0,12.1,10.2,5.3
2018-05-04,03,0.0,1015.9,1011.5,13.3,11.7,16.3,13.4,10.4,4.7
2018-05-05,35,0.0,1012.7,1009.2,12.2,13.6,19.2,14.8,10.4,5.6
2018-05-06,28,0.0,1009.9,1007.1,6.1,13.3,21.8,16.6,11.4,1.9
2018-05-07,32,0.0,1011.1,1008.3,8.6,5.6,17.9,15.4,12.9,2.2
2018-05-08,36,0.0,1012.2,1009.9,8.3,3.2,17.0,14.4,11.9,1.9
2018-05-09,27,0.6,1012.8,1008.0,11.7,3.6,15.9,14.1,12.3,3.6
2018-05-10,34,0.0,1014.7,1006.1,12.2,12.1,16.4,13.7,11.0,5.0
2018-05-11,24,3.4,1011.9,1006.2,12.2,0.4,16.3,13.6,10.8,2.5
2018-05-12,28,5.6,1016.3,1010.4,13.6,9.6,14.3,11.9,9.5,6.7
2018-05-13,26,6.0,1018.0,1015.4,11.1,0.0,14.1,11.8,9.6,4.2
2018-05-14,29,0.8,1018.7,1015.5,10.0,5.9,15.9,14.2,12.6,3.1
2018-05-15,36,0.0,1018.2,1015.7,12.2,3.5,14.9,13.6,12.3,4.2
2018-05-16,99,0.0,1015.9,1010.8,12.8,9.0,17.7,15.0,12.3,5.0
2018-05-17,35,0.0,1011.3,1009.3,15.0,12.5,16.8,14.5,12.2,6.7
2018-05-18,35,0.0,1011.4,1008.9,15.3,12.5,19.2,16.3,13.4,4.2
2018-05-19,01,0.0,1010.9,1009.2,8.3,13.9,23.9,18.8,13.7,3.3
2018-05-20,35,0.0,1010.7,1003.8,9.4,14.1,19.7,15.6,11.5,3.6
2018-05-21,28,0.0,1006.4,1002.8,8.6,9.0,17.8,14.8,11.9,3.1
2018-05-22,34,0.0,1009.0,1005.8,7.2,11.0,19.6,16.2,12.8,2.5
2018-05-23,35,0.0,1009.0,1006.8,6.9,9.9,21.9,17.5,13.1,2.2
2018-05-24,36,0.0,1008.3,1005.7,13.1,10.7,21.7,18.0,14.4,1.9
2018-05-25,99,3.0,1008.7,1006.3,10.3,0.0,15.0,14.4,13.8,3.9
2018-05-26,34,0.2,1008.5,1006.5,7.8,0.0,15.0,14.1,13.2,2.8
2018-05-27,28,0.2,1010.9,1007.3,8.3,4.3,17.2,15.4,13.6,3.1
2018-05-28,29,0.0,1010.4,1008.5,6.4,10.3,17.8,15.6,13.4,2.5
2018-05-29,36,0.0,1009.0,1007.6,8.3,1.9,17.6,15.7,13.8,1.9
2018-05-30,28,0.0,1009.8,1006.6,9.2,0.0,16.1,15.0,13.8,3.1
2018-05-31,23,1.6,1012.9,1008.7,10.6,2.7,17.9,15.9,13.9,3.6
2018-06-01,28,0.0,1014.6,1012.1,8.3,7.3,18.7,15.9,13.1,3.1
2018-06-02,28,2.2,1014.4,1008.9,7.8,4.7,19.1,16.3,13.5,1.9
2018-06-03,20,3.6,1009.0,1006.3,11.1,4.6,18.4,15.1,11.8,3.6
2018-06-04,29,13.2,1008.1,1004.9,7.5,5.3,17.1,15.0,13.0,2.2
2018-06-05,25,6.8,1008.4,1005.5,10.0,0.0,16.5,15.0,13.4,2.5
2018-06-06,30,1.2,1010.5,1007.7,7.2,3.4,17.1,15.8,14.4,2.2
2018-06-07,28,5.8,1009.3,1005.8,10.0,0.1,20.3,17.2,14.1,3.6
2018-06-08,36,15.8,1007.1,1004.1,7.2,3.9,17.0,15.2,13.3,2.5
2018-06-09,18,24.0,1005.2,1001.7,10.3,1.9,17.6,15.6,13.6,3.3
2018-06-10,34,0.0,1007.3,1002.2,8.9,8.0,19.7,16.6,13.4,2.5
2018-06-11,33,4.6,1012.0,1007.0,7.2,0.4,16.5,15.4,14.3,3.3
2018-06-12,35,0.0,1017.0,1011.8,7.2,4.7,18.2,16.4,14.5,3.3
2018-06-13,36,0.0,1017.2,1015.3,7.5,11.0,18.4,16.5,14.6,3.6
2018-06-14,29,1.4,1015.3,1012.8,6.7,12.1,20.7,17.6,14.4,2.2
2018-06-15,34,0.0,1014.4,1012.3,12.2,1.5,16.6,15.1,13.6,5.0
2018-06-16,36,0.0,1017.0,1012.5,7.2,7.2,19.9,16.4,12.9,3.3
2018-06-17,34,0.0,1019.7,1016.7,6.1,12.8,19.8,17.0,14.1,2.5
2018-06-18,36,0.0,1019.6,1016.1,14.7,11.3,20.1,17.8,15.5,5.0
2018-06-19,03,0.0,1016.1,1009.1,8.3,14.9,24.6,20.4,16.1,3.1
2018-06-20,01,0.0,1012.9,1009.6,8.6,9.6,22.7,19.4,16.1,2.5
2018-06-21,03,0.0,1014.7,1011.5,13.9,13.6,20.5,18.1,15.7,5.3
2018-06-22,04,0.0,1014.0,1010.0,11.4,14.2,25.2,21.5,17.8,3.6
2018-06-23,08,0.0,1010.8,1006.0,5.8,14.2,29.0,23.1,17.2,1.7
2018-06-24,26,0.0,1009.0,1006.1,10.3,13.7,28.1,22.0,15.9,2.8
2018-06-25,29,0.1,1012.6,1007.4,5.8,0.0,17.6,16.5,15.4,2.2
2018-06-26,29,0.0,1013.9,1011.0,6.1,0.0,18.8,17.4,15.9,2.2
2018-06-27,26,0.0,1013.2,1011.0,6.1,4.8,20.9,18.3,15.7,2.5
2018-06-28,01,1.0,1011.2,1004.9,9.7,0.8,18.5,17.2,15.8,2.5
2018-06-29,99,6.8,1004.9,999.6,5.0,8.8,23.8,20.0,16.2,1.9
2018-06-30,23,28.8,1001.9,998.9,10.0,1.0,19.7,17.9,16.1,1.7
2018-07-01,22,12.8,1004.6,1000.9,7.8,0.8,21.6,19.1,16.6,1.4
2018-07-02,27,3.0,1009.7,1003.8,7.2,0.7,20.8,18.8,16.7,2.5
2018-07-03,29,0.4,1011.0,1009.0,9.2,5.8,21.4,19.0,16.6,3.9
2018-07-04,99,0.0,1014.6,1009.1,10.8,11.4,21.8,19.4,16.9,2.2
2018-07-05,24,0.0,1016.6,1014.3,6.1,0.4,20.3,18.6,16.8,1.9
2018-07-06,36,0.0,1015.8,1012.8,6.7,12.4,21.6,18.6,15.5,2.2
2018-07-07,06,0.0,1013.0,1011.0,8.3,14.5,23.0,19.5,16.0,2.2
2018-07-08,34,0.0,1013.5,1012.2,13.1,13.1,21.0,19.0,17.1,4.7
2018-07-09,01,0.0,1013.6,1012.1,9.7,14.5,25.9,21.6,17.4,2.5
2018-07-10,01,0.0,1013.2,1009.9,10.6,14.5,22.2,20.0,17.7,4.4
2018-07-11,02,0.0,1012.1,1010.2,11.7,2.3,19.8,18.3,16.8,4.4
2018-07-12,33,0.0,1011.3,1008.1,11.4,12.0,22.6,19.9,17.2,2.2
2018-07-13,06,0.0,1009.7,1007.7,8.3,12.9,24.6,21.0,17.3,2.2
2018-07-14,99,2.0,1010.9,1009.0,10.0,7.5,24.3,21.0,17.8,2.2
2018-07-15,28,0.4,1013.4,1009.4,7.5,0.0,19.8,18.6,17.5,3.1
2018-07-16,27,0.0,1015.0,1012.9,10.0,5.9,22.4,19.7,17.0,3.9
2018-07-17,35,0.0,1014.7,1008.6,11.1,7.1,20.8,18.6,16.3,4.2
2018-07-18,36,0.0,1009.4,1007.0,7.2,6.7,22.9,19.8,16.8,2.2
2018-07-19,35,0.0,1013.7,1008.7,9.2,2.0,20.8,18.9,17.0,4.2
2018-07-20,34,0.0,1013.9,1012.4,10.0,11.0,22.1,19.4,16.6,3.6
2018-07-21,30,0.0,1013.3,1010.3,8.6,3.0,22.2,19.0,15.8,3.1
2018-07-22,35,0.0,1010.6,1008.2,11.9,13.0,21.1,19.1,17.1,4.2
2018-07-23,24,0.0,1009.1,1006.7,10.3,9.0,24.7,21.2,17.6,3.1
2018-07-24,03,0.0,1010.5,1008.2,6.4,3.5,23.1,20.6,18.2,2.8
2018-07-25,99,0.0,1010.0,1006.4,7.8,7.1,23.7,20.8,17.8,1.9
2018-07-26,29,0.0,1008.8,1007.0,8.9,9.6,23.8,21.4,19.1,3.1
2018-07-27,24,0.6,1008.8,1006.2,11.7,4.2,23.7,20.8,18.0,4.2
2018-07-28,22,0.0,1010.3,1008.5,10.6,5.3,22.1,19.2,16.4,2.8
2018-07-29,20,0.0,1009.8,1007.3,12.5,1.5,22.6,19.1,15.6,4.7
2018-07-30,27,3.6,1012.3,1008.1,10.0,0.7,21.8,19.8,17.7,3.3
2018-07-31,36,0.0,1014.8,1011.9,7.2,10.6,21.3,19.2,17.0,2.8
2018-08-01,35,0.0,1013.8,1009.7,10.0,12.8,22.5,19.2,15.8,3.6
2018-08-02,35,0.0,1009.8,1007.2,5.3,13.3,28.9,23.6,18.2,1.9
2018-08-03,28,0.0,1012.9,1008.5,7.2,11.0,27.6,23.6,19.5,2.2
2018-08-04,35,0.0,1013.3,1011.3,7.2,11.9,22.3,20.4,18.6,1.9
2018-08-05,26,0.0,1011.3,1006.5,4.7,11.5,29.8,24.4,19.0,1.1
2018-08-06,28,0.2,1008.4,1005.5,6.1,8.8,24.4,20.5,16.6,1.7
2018-08-07,29,0.0,1010.1,1008.2,9.4,6.7,22.8,19.6,16.4,3.1
2018-08-08,29,24.6,1011.3,1007.5,8.3,5.0,22.3,19.0,15.6,2.2
2018-08-09,36,0.4,1018.4,1011.3,6.4,11.9,21.0,18.3,15.6,2.2
2018-08-10,36,0.0,1018.2,1016.0,9.2,13.3,20.8,17.2,13.7,3.1
2018-08-11,29,0.0,1016.7,1011.6,6.9,13.2,23.2,19.0,14.9,1.9
2018-08-12,24,3.4,1011.6,1008.8,10.6,0.6,24.5,20.8,17.2,2.2
2018-08-13,99,0.2,1013.5,1009.2,7.8,7.7,21.8,19.4,16.9,3.3
2018-08-14,06,0.0,1014.3,1011.7,11.1,12.5,22.7,20.5,18.3,4.4
2018-08-15,36,0.0,1012.4,1008.0,7.2,13.5,25.3,21.2,17.2,2.5
2018-08-16,36,0.0,1015.6,1010.4,9.7,7.9,22.3,19.8,17.3,4.2
2018-08-17,05,0.0,1017.2,1015.1,12.2,10.5,22.5,19.6,16.8,5.3
2018-08-18,04,0.0,1015.6,1011.9,10.3,12.9,24.5,20.9,17.3,4.4
2018-08-19,02,0.0,1014.3,1012.9,7.2,12.2,27.1,22.0,16.9,2.5
2018-08-20,02,0.0,1013.9,1010.0,7.2,12.6,24.6,20.9,17.2,1.7
2018-08-21,12,0.0,1010.3,1006.3,3.9,12.3,27.7,22.6,17.4,1.7
2018-08-22,36,0.0,1011.2,1007.1,9.4,11.6,25.3,22.1,18.9,1.7
2018-08-23,36,0.0,1015.7,1011.0,10.8,8.9,21.5,19.5,17.5,3.6
2018-08-24,36,0.0,1016.5,1014.5,11.1,8.6,20.6,18.4,16.3,5.0
2018-08-25,30,0.0,1015.4,1011.7,7.5,12.2,21.5,18.1,14.7,2.5
2018-08-26,32,0.0,1011.7,1009.0,6.4,12.4,22.4,18.6,14.8,2.2
2018-08-27,36,0.8,1009.2,1004.8,10.3,5.9,21.8,19.9,18.0,2.5
2018-08-28,29,3.4,1012.6,1002.6,11.1,4.4,27.9,22.5,17.1,4.2
2018-08-29,35,0.0,1017.2,1012.5,7.8,5.6,21.4,18.8,16.1,2.5
2018-08-30,36,0.0,1016.7,1013.9,10.0,12.3,21.2,18.3,15.4,3.3
2018-08-31,36,0.0,1014.1,1011.7,11.7,12.6,22.1,19.2,16.2,2.8
2018-09-01,05,0.0,1012.0,1006.8,5.3,12.4,28.8,23.3,17.8,1.7
2018-09-02,27,0.6,1006.9,1004.4,6.7,10.4,31.9,25.7,19.5,1.7
2018-09-03,05,0.0,1008.3,1004.3,12.8,8.7,26.4,22.6,18.9,4.2
2018-09-04,35,0.4,1008.5,1006.8,11.7,0.9,20.3,18.4,16.4,3.9
2018-09-05,35,0.6,1012.0,1007.4,11.4,3.6,20.4,18.0,15.7,3.3
2018-09-06,06,0.0,1012.9,1010.8,12.5,5.0,21.6,18.8,16.0,4.4
2018-09-07,06,0.0,1010.8,1007.4,10.8,12.0,24.8,20.5,16.2,4.4
2018-09-08,28,0.0,1011.0,1006.5,5.8,12.2,26.4,21.3,16.2,1.9
2018-09-09,99,0.0,1016.4,1010.9,9.7,11.1,22.8,19.2,15.5,2.8
2018-09-10,27,0.0,1017.4,1015.2,5.6,11.7,22.9,18.8,14.6,1.9
2018-09-11,28,0.0,1015.7,1012.2,5.8,10.7,24.2,19.2,14.1,1.7
2018-09-12,35,0.0,1016.4,1013.2,8.6,7.2,21.3,18.8,16.3,2.8
2018-09-13,35,0.0,1015.9,1013.3,11.1,11.6,21.2,18.4,15.7,3.3
2018-09-14,36,0.0,1014.1,1012.5,11.7,10.0,18.9,17.4,15.8,4.2
2018-09-15,26,0.0,1013.8,1010.8,6.7,11.8,23.7,19.8,16.0,1.9
2018-09-16,99,0.0,1014.8,1009.9,5.8,6.1,21.7,18.6,15.6,1.9
2018-09-17,27,0.0,1010.0,1006.4,10.0,10.3,26.9,21.0,15.0,2.8
2018-09-18,27,0.0,1012.7,1007.9,10.0,9.6,23.6,20.8,17.9,3.1
2018-09-19,28,0.0,1015.2,1012.1,8.9,9.7,23.7,19.4,15.1,3.1
2018-09-20,26,0.8,1014.3,1010.7,10.6,9.8,23.7,19.0,14.3,2.2
2018-09-21,22,2.6,1015.3,1011.0,9.2,0.0,20.7,18.7,16.7,1.7
2018-09-22,29,0.0,1017.7,1014.3,8.1,11.6,23.5,19.8,16.1,2.2
2018-09-23,05,0.2,1020.6,1016.5,8.9,1.1,22.9,20.2,17.6,1.4
2018-09-24,04,0.0,1020.9,1017.8,13.9,8.6,21.2,18.2,15.1,7.5
2018-09-25,05,0.0,1017.8,1014.0,12.5,11.5,23.2,18.8,14.3,4.4
2018-09-26,15,0.0,1016.8,1013.0,5.3,11.4,26.6,20.4,14.1,1.4
2018-09-27,28,0.0,1018.4,1016.2,7.2,5.8,22.1,19.9,17.7,1.1
2018-09-28,34,0.0,1016.7,1011.5,5.3,0.0,18.7,17.1,15.5,1.9
2018-09-29,26,0.0,1011.5,1008.1,5.8,10.9,21.9,18.9,15.9,1.4
2018-09-30,34,0.0,1017.4,1009.7,12.2,10.8,20.1,17.6,15.2,3.3
2018-10-01,05,0.0,1019.3,1017.2,13.3,8.8,20.8,17.8,14.9,5.3
2018-10-02,05,0.0,1018.9,1015.4,11.4,11.1,21.8,17.6,13.5,3.1
2018-10-03,12,0.0,1016.3,1013.2,5.3,10.9,23.5,18.2,12.9,1.9
2018-10-04,27,0.0,1013.2,1009.4,9.2,10.8,25.8,20.4,15.0,1.7
2018-10-05,28,0.0,1009.4,1007.9,7.8,10.7,19.1,16.3,13.5,2.2
2018-10-06,28,3.0,1017.4,1007.7,10.0,4.6,17.3,15.2,13.1,4.7
2018-10-07,03,0.0,1017.6,1014.7,11.7,9.1,18.1,14.5,10.9,4.2
2018-10-08,05,0.0,1014.7,1006.7,9.7,10.8,19.8,15.0,10.1,2.8
2018-10-09,30,0.0,1006.7,998.1,6.4,10.7,22.7,17.7,12.7,2.2
2018-10-10,18,7.8,998.2,992.0,16.9,9.8,24.1,19.0,13.8,4.2
2018-10-11,19,0.0,1003.0,992.4,17.2,6.9,20.5,17.8,15.0,4.4
2018-10-12,18,0.0,1006.6,1002.6,19.4,7.9,22.6,20.2,17.7,5.3
2018-10-13,17,23.2,1004.4,999.8,19.7,5.1,26.1,19.3,12.5,5.6
2018-10-14,30,4.4,1006.6,997.8,14.4,5.6,17.1,14.4,11.8,3.6
2018-10-15,16,0.8,1005.4,993.3,16.1,4.5,20.2,16.6,12.9,2.2
2018-10-16,28,0.0,1012.2,1005.4,5.0,9.5,19.1,15.4,11.8,1.7
2018-10-17,04,10.2,1011.7,1007.0,9.2,0.3,16.1,14.7,13.3,2.8
2018-10-18,04,0.0,1011.8,1007.5,11.1,2.3,17.3,15.8,14.2,5.0
2018-10-19,04,0.0,1014.5,1010.4,12.2,8.4,19.8,17.4,15.0,4.2
2018-10-20,99,0.0,1016.2,1012.7,11.7,9.9,21.5,18.2,14.9,4.4
2018-10-21,06,0.0,1016.0,1012.6,9.4,9.6,21.1,18.0,14.9,3.1
2018-10-22,05,0.0,1020.4,1016.0,14.7,10.0,20.3,17.5,14.7,6.7
2018-10-23,06,0.0,1020.4,1018.2,12.2,10.1,21.5,17.8,14.2,4.4
2018-10-24,15,0.0,1020.3,1014.7,6.4,10.1,21.0,16.8,12.6,1.9
2018-10-25,16,0.0,1014.7,1008.9,4.7,9.6,21.1,16.3,11.5,1.4
2018-10-26,35,0.8,1013.2,1007.4,15.8,3.7,17.8,15.2,12.7,3.3
2018-10-27,99,11.0,1013.1,1004.2,18.9,3.4,13.3,10.2,7.1,4.4
2018-10-28,03,11.2,1006.6,1003.7,18.9,3.2,12.0,9.5,7.0,9.4
2018-10-29,14,8.2,1006.6,988.0,13.3,4.6,13.4,10.5,7.6,2.5
2018-10-30,28,11.6,995.6,987.1,13.9,0.8,13.3,11.6,9.8,5.0
2018-10-31,29,0.4,1004.8,994.3,11.1,4.5,14.7,11.6,8.4,3.1
2018-11-01,25,2.0,1011.1,1004.5,13.9,0.2,15.3,12.6,10.0,5.3
