Dia,dir,prec,presMax,presMin,racha,sol,tmax,tmed,tmin,velmedia
2018-11-02,22,0.0,1020.1,1011.0,11.4,0.0,15.4,14.4,13.5,1.9
2018-11-03,26,1.8,1019.5,1009.7,5.8,0.0,14.2,13.5,12.8,1.9
2018-11-04,20,36.2,1009.7,991.1,16.1,1.1,15.5,13.7,11.9,3.9
2018-11-05,32,1.0,1000.9,991.2,17.2,1.9,14.4,12.3,10.2,6.9
2018-11-06,18,27.0,1000.8,989.2,18.6,0.2,15.8,13.4,10.9,5.0
2018-11-07,26,2.2,1007.4,993.5,15.0,6.3,15.1,12.6,10.1,4.2
2018-11-08,23,12.0,1007.8,998.9,12.8,1.0,13.1,11.6,10.0,3.6
2018-11-09,18,36.6,1008.2,997.1,22.5,0.0,16.6,13.1,9.6,6.1
2018-11-10,24,1.4,998.8,997.2,18.3,3.1,17.5,15.3,13.1,6.9
2018-11-11,21,0.0,1002.6,995.8,14.4,0.1,15.2,13.0,10.7,3.9
2018-11-12,29,0.0,1015.8,1002.5,10.6,8.1,16.6,13.0,9.5,3.3
2018-11-13,15,0.0,1018.8,1015.1,5.0,9.2,15.5,11.3,7.1,1.4
2018-11-14,17,0.0,1015.1,1006.7,8.3,9.1,21.3,15.4,9.4,1.9
2018-11-15,35,0.0,1009.6,1006.4,7.2,6.5,21.4,17.0,12.6,1.9
2018-11-16,18,0.0,1009.3,1004.9,6.9,8.9,21.9,17.9,13.9,1.9
2018-11-17,14,0.0,1005.0,999.2,9.4,6.2,21.1,17.0,12.9,2.5
2018-11-18,06,0.0,999.2,994.0,9.4,5.7,17.3,14.8,12.2,2.8
2018-11-19,35,13.0,996.9,993.6,5.3,5.0,17.8,14.2,10.5,1.4
2018-11-20,36,1.8,996.6,992.0,9.4,1.3,13.2,11.1,9.0,3.9
2018-11-21,19,8.6,1000.9,995.8,10.6,5.9,13.9,11.1,8.3,2.8
2018-11-22,17,9.8,1003.3,1000.2,11.4,2.7,13.5,11.0,8.6,3.1
2018-11-23,26,3.6,1004.3,1002.8,12.2,4.5,13.5,10.8,8.1,4.2
2018-11-24,04,48.4,1004.4,997.9,14.7,0.0,11.7,10.4,9.2,2.2
2018-11-25,26,18.2,1004.6,997.3,17.2,3.6,11.3,8.9,6.5,2.2
2018-11-26,22,0.0,1015.2,997.2,14.7,4.2,13.5,11.4,9.3,2.8
2018-11-27,20,0.0,1014.9,1010.3,11.9,0.1,14.4,12.2,10.1,3.9
2018-11-28,18,5.6,1010.4,1003.8,21.1,0.8,15.7,14.4,13.0,6.4
2018-11-29,16,2.2,1011.0,1001.5,17.5,4.6,16.0,13.8,11.7,5.0
2018-11-30,24,0.2,1015.1,1010.8,9.2,5.8,14.9,13.1,11.3,1.9
2018-12-01,22,0.0,1013.7,1010.4,15.6,0.0,16.5,14.9,13.3,6.1
2018-12-02,21,17.4,1011.7,1009.5,17.8,1.2,17.6,16.6,15.7,5.6
2018-12-03,22,9.4,1014.5,1008.6,11.9,0.0,17.1,16.2,15.4,2.8
2018-12-04,16,0.0,1014.5,1012.2,6.9,6.3,18.3,15.3,12.3,1.9
2018-12-05,22,0.2,1020.6,1013.5,16.7,1.4,17.1,14.6,12.0,4.2
2018-12-06,24,0.0,1023.5,1020.4,7.8,6.5,16.8,14.3,11.8,2.8
2018-12-07,21,2.0,1023.8,1018.7,14.7,0.0,15.2,13.1,11.0,5.6
2018-12-08,22,0.8,1024.4,1022.4,8.9,3.4,15.5,12.8,10.2,3.3
2018-12-09,22,0.0,1026.7,1023.6,6.1,4.3,14.5,11.9,9.3,2.2
2018-12-10,13,0.0,1026.0,1015.2,5.8,6.0,15.4,11.6,7.7,1.9
2018-12-11,28,1.2,1016.8,1012.3,12.2,2.5,17.3,13.7,10.1,3.9
2018-12-12,19,5.0,1016.8,996.2,20.6,0.1,14.1,11.0,7.9,3.9
2018-12-13,28,1.6,1013.5,997.7,18.9,3.2,14.0,12.1,10.2,6.9
2018-12-14,99,1.8,1016.9,1012.0,13.6,0.0,14.3,12.0,9.7,3.1
2018-12-15,22,11.6,1012.0,1006.8,17.5,1.2,17.8,14.9,12.0,5.6
2018-12-16,28,5.8,1017.9,1006.5,17.2,3.7,12.4,11.2,10.1,4.7
2018-12-17,19,0.0,1018.0,1008.5,16.7,0.0,13.0,11.5,10.0,4.2
2018-12-18,18,31.2,1009.2,1000.0,19.7,2.6,13.6,11.6,9.7,5.6
2018-12-19,24,3.8,1013.7,1008.2,18.6,4.2,13.6,11.6,9.5,5.0
2018-12-20,18,0.0,1016.6,1013.6,14.4,0.2,15.2,13.6,11.9,4.4
2018-12-21,23,0.0,1019.9,1014.8,15.8,2.3,18.0,16.1,14.2,4.2
2018-12-22,24,0.0,1022.3,1019.7,11.4,0.3,16.7,14.6,12.6,3.1
2018-12-23,14,0.0,1021.7,1018.7,8.9,4.7,17.6,14.8,12.0,1.4
2018-12-24,16,0.0,1022.0,1020.1,6.4,5.3,16.0,13.2,10.5,1.7
2018-12-25,15,0.0,1020.4,1017.4,5.8,6.3,16.7,13.0,9.4,2.2
2018-12-26,17,0.6,1019.6,1017.7,6.9,5.6,18.1,13.4,8.6,2.5
2018-12-27,99,0.2,1021.5,1017.4,6.4,1.5,15.5,13.7,11.9,1.7
2018-12-28,01,0.2,1026.0,1021.4,8.3,2.0,14.4,13.2,11.9,1.9
2018-12-29,05,0.0,1025.6,1023.1,10.6,8.1,14.3,11.1,7.9,3.3
2018-12-30,14,0.0,1023.8,1021.6,5.3,8.2,14.8,10.4,6.0,1.1
2018-12-31,17,0.0,1024.2,1021.3,6.4,8.3,16.4,11.6,6.7,1.7
2019-01-01,17,0.0,1026.9,1023.2,4.2,8.4,13.9,9.5,5.1,1.1
2019-01-02,06,0.0,1027.1,1021.7,10.3,8.3,12.3,9.2,6.0,4.2
2019-01-03,99,0.0,1021.7,1019.9,4.4,8.4,13.6,9.1,4.6,1.7
2019-01-04,16,0.0,1026.3,1021.2,5.3,8.3,14.4,8.8,3.3,1.4
2019-01-05,16,0.0,1028.3,1026.2,5.0,8.5,12.8,8.2,3.6,1.1
2019-01-06,07,0.0,1027.6,1025.5,6.7,8.5,13.9,8.8,3.7,1.9
2019-01-07,05,0.0,1027.4,1024.9,9.2,8.6,12.2,8.3,4.4,2.8
2019-01-08,05,0.0,1026.8,1024.1,11.1,8.5,12.6,8.6,4.7,3.3
2019-01-09,04,0.0,1024.1,1018.6,11.4,3.5,13.1,10.2,7.4,3.9
2019-01-10,06,0.0,1020.2,1016.8,13.1,8.3,12.1,10.1,8.1,7.2
2019-01-11,03,0.0,1025.7,1020.1,11.4,8.5,12.1,9.6,7.1,5.3
2019-01-12,08,0.0,1027.2,1025.1,10.6,1.2,11.2,9.2,7.3,4.7
2019-01-13,05,0.0,1026.6,1022.4,9.7,0.9,12.1,10.6,9.1,2.8
2019-01-14,05,0.0,1022.4,1016.0,9.7,3.1,12.9,10.4,7.8,3.3
2019-01-15,15,0.2,1016.0,1010.6,4.4,8.1,14.3,10.3,6.3,0.8
2019-01-16,36,5.2,1013.6,1009.2,10.0,1.6,13.1,11.6,10.1,3.3
2019-01-17,29,6.8,1016.4,1013.6,12.8,5.4,12.4,10.0,7.7,1.9
2019-01-18,21,4.8,1015.5,1009.0,10.6,0.2,11.8,9.7,7.6,2.8
2019-01-19,36,20.6,1009.3,997.4,16.1,0.0,13.6,11.6,9.6,5.8
2019-01-20,34,1.6,1018.0,1007.8,13.3,4.1,12.6,11.4,10.1,5.8
2019-01-21,34,1.6,1019.7,1017.0,10.6,5.3,12.6,10.7,8.8,1.4
2019-01-22,28,10.2,1017.2,1009.3,16.9,0.0,11.4,10.4,9.4,6.7
2019-01-23,29,8.0,1011.0,1008.6,19.2,0.1,12.8,12.0,11.3,6.4
2019-01-24,36,1.6,1016.3,1010.3,12.5,0.0,12.7,12.0,11.4,5.8
2019-01-25,04,0.0,1018.3,1016.0,8.3,0.0,12.6,10.8,9.0,3.1
2019-01-26,30,3.8,1017.0,1010.7,13.6,7.5,13.2,9.6,6.1,2.8
2019-01-27,30,3.2,1016.9,1011.9,16.7,4.3,12.7,11.2,9.8,5.0
2019-01-28,29,1.4,1016.3,1012.7,14.2,1.0,13.1,11.8,10.5,3.6
2019-01-29,26,4.6,1012.9,1004.6,19.4,0.5,12.3,10.4,8.4,6.9
2019-01-30,24,20.0,1009.1,991.9,18.3,0.0,13.2,10.7,8.2,5.0
2019-01-31,24,15.6,991.9,982.6,18.6,0.0,13.7,11.3,8.9,6.9
