year,section,population_00-19,population_20-29,population_30-49,population_50-64,population_65-99,population_total,lat,lon
2016,1507701001,410.0,215.0,776.0,401.0,415.0,2217.0,43.02311742336974,-8.793142230807021
2016,1507701002,184.0,125.0,333.0,269.0,365.0,1276.0,43.02713435753968,-8.82289632846951
2016,1507701003,143.0,97.0,263.0,276.0,333.0,1112.0,43.08332136091334,-8.781901541310821
2016,1507701004,98.0,73.0,204.0,162.0,229.0,766.0,43.03848207970296,-8.781474046336626
2016,1507702001,119.0,91.0,244.0,237.0,427.0,1118.0,43.048950872575666,-8.728935294251599
2016,1507703001,103.0,63.0,226.0,152.0,276.0,820.0,42.97940610833839,-8.867894491416813
2016,1507703002,166.0,142.0,363.0,314.0,524.0,1509.0,43.032508918009,-8.873420078460049
2016,1507704001,96.0,74.0,163.0,173.0,232.0,738.0,43.08361310989851,-8.84600459085006
2016,1507801001,74.0,68.0,230.0,118.0,181.0,671.0,42.88082388228172,-8.543341985131653
2016,1507801002,333.0,155.0,564.0,288.0,237.0,1577.0,42.88220961722619,-8.550839641600719
2016,1507801003,158.0,108.0,302.0,195.0,209.0,972.0,42.8903570915872,-8.548984315101455
2016,1507801004,133.0,88.0,246.0,174.0,160.0,801.0,42.878949448404,-8.553136838402224
2016,1507801005,262.0,145.0,426.0,298.0,286.0,1417.0,42.89710455351407,-8.581726220945958
2016,1507801006,260.0,182.0,320.0,336.0,252.0,1350.0,42.86568533749316,-8.590569370455066
2016,1507801007,364.0,180.0,569.0,428.0,406.0,1947.0,42.88732931198205,-8.609399995333064
2016,1507802001,124.0,76.0,273.0,161.0,174.0,808.0,42.882240761814366,-8.543156532925815
2016,1507802002,164.0,143.0,477.0,282.0,305.0,1371.0,42.88574225890463,-8.54461958626806
2016,1507802003,112.0,80.0,268.0,177.0,210.0,847.0,42.88740331916111,-8.539959555370547
2016,1507802004,91.0,79.0,252.0,173.0,185.0,780.0,42.88846344434595,-8.535732749042001
2016,1507802005,77.0,67.0,200.0,210.0,151.0,705.0,42.89068061318895,-8.536002492540526
2016,1507802006,360.0,197.0,597.0,445.0,512.0,2111.0,42.91119141811566,-8.558116761305063
2016,1507802007,426.0,195.0,745.0,393.0,349.0,2108.0,42.901324884043675,-8.521539717426068
2016,1507802008,335.0,189.0,621.0,341.0,419.0,1905.0,42.892517095728465,-8.545457048079195
2016,1507802009,113.0,78.0,328.0,185.0,296.0,1000.0,42.89184420707676,-8.541840654818854
2016,1507802010,66.0,74.0,197.0,159.0,206.0,702.0,42.889358721010424,-8.540896623554632
2016,1507802011,121.0,96.0,319.0,264.0,208.0,1008.0,42.892629849736856,-8.536749247432102
2016,1507802012,185.0,112.0,327.0,266.0,228.0,1118.0,42.92192651479153,-8.525717977891745
2016,1507802013,350.0,127.0,483.0,234.0,90.0,1284.0,42.897658713238016,-8.531929164940475
2016,1507803001,80.0,43.0,216.0,119.0,250.0,708.0,42.8828797545676,-8.53899093631776
2016,1507803002,189.0,110.0,478.0,213.0,258.0,1248.0,42.8848587916399,-8.536199402829554
2016,1507803003,128.0,96.0,338.0,200.0,215.0,977.0,42.88467341902999,-8.539586297867112
2016,1507803004,157.0,85.0,377.0,197.0,201.0,1017.0,42.8865682161434,-8.534067943134776
2016,1507803005,400.0,154.0,661.0,329.0,333.0,1877.0,42.88701704364967,-8.515796803939462
2016,1507803006,129.0,81.0,201.0,206.0,140.0,757.0,42.89330119084401,-8.514000777918328
2016,1507803007,179.0,103.0,301.0,232.0,369.0,1184.0,42.888405291907425,-8.482428123678666
2016,1507803008,277.0,140.0,371.0,349.0,207.0,1344.0,42.86479897273966,-8.496456728904615
2016,1507803009,391.0,215.0,741.0,393.0,265.0,2005.0,42.891121002619826,-8.528671340951442
2016,1507804001,152.0,135.0,448.0,205.0,264.0,1204.0,42.877226841006,-8.540269836259942
2016,1507804002,154.0,97.0,401.0,210.0,248.0,1110.0,42.88021782420058,-8.537905375036255
2016,1507804003,138.0,77.0,247.0,205.0,233.0,900.0,42.87600448958426,-8.542472448933191
2016,1507804004,308.0,163.0,632.0,369.0,280.0,1752.0,42.87026907944643,-8.536905432252386
2016,1507804005,273.0,174.0,535.0,304.0,302.0,1588.0,42.877032903405365,-8.536096808709539
2016,1507804006,231.0,125.0,520.0,263.0,320.0,1459.0,42.88097181488429,-8.534196848709367
2016,1507804007,351.0,193.0,771.0,417.0,402.0,2134.0,42.8677498500406,-8.546197280301481
2016,1507804008,268.0,111.0,613.0,227.0,259.0,1478.0,42.8662247983477,-8.542204908622098
2016,1507804009,202.0,111.0,358.0,244.0,257.0,1172.0,42.86723938297459,-8.52628118804186
2016,1507804010,191.0,118.0,309.0,231.0,228.0,1077.0,42.83867977211296,-8.49642425877648
2016,1507804011,176.0,91.0,294.0,244.0,224.0,1029.0,42.84864849279469,-8.522733583971231
2016,1507804012,426.0,150.0,819.0,320.0,296.0,2011.0,42.861182933454444,-8.540863813278724
2016,1507804013,138.0,55.0,247.0,108.0,152.0,700.0,42.88031118509122,-8.51891217644544
2016,1507804014,365.0,160.0,545.0,403.0,229.0,1702.0,42.886198423494015,-8.530004520794343
2016,1507804015,258.0,239.0,483.0,570.0,219.0,1769.0,42.88601624184113,-8.524475565277314
2016,1507804016,147.0,189.0,334.0,456.0,230.0,1356.0,42.88293817778413,-8.53163057932098
2016,1507804017,301.0,214.0,484.0,531.0,225.0,1755.0,42.88218656030536,-8.527832452187976
2016,1507804018,210.0,259.0,330.0,591.0,242.0,1632.0,42.88414684872711,-8.526278834701007
2016,1507804019,300.0,98.0,539.0,235.0,136.0,1308.0,42.88010967434509,-8.531535703550293
2016,1507805001,139.0,81.0,272.0,181.0,200.0,873.0,42.87911636977199,-8.546300135890222
2016,1507805002,244.0,164.0,478.0,294.0,505.0,1685.0,42.87406484829611,-8.550633343019673
2016,1507805003,108.0,85.0,216.0,179.0,238.0,826.0,42.876243419127846,-8.54533535262527
2016,1507805004,188.0,101.0,284.0,222.0,354.0,1149.0,42.874691714820614,-8.544767656603028
2016,1507805005,140.0,104.0,252.0,220.0,281.0,997.0,42.87220432058895,-8.546218506127099
2016,1507805006,211.0,138.0,333.0,288.0,296.0,1266.0,42.873706564055716,-8.541722059237683
2016,1507805007,231.0,133.0,388.0,311.0,425.0,1488.0,42.87549850872323,-8.547481385549238
2016,1507805008,181.0,92.0,338.0,258.0,394.0,1263.0,42.87381926792212,-8.547692681513547
2016,1507805010,186.0,114.0,354.0,219.0,373.0,1246.0,42.87174972022962,-8.548914453754689
2016,1507805011,159.0,147.0,338.0,246.0,262.0,1152.0,42.875301483900714,-8.557167747341207
2016,1507805012,322.0,222.0,567.0,401.0,307.0,1819.0,42.870375239930475,-8.55478355681444
2016,1507805013,300.0,180.0,454.0,378.0,236.0,1548.0,42.87153535592944,-8.558290990518303
2016,1507805014,435.0,142.0,738.0,414.0,357.0,2086.0,42.86551178546015,-8.557739280702274
2016,1507805015,205.0,141.0,463.0,236.0,182.0,1227.0,42.8673831453175,-8.552352941994624
2016,1507805016,253.0,132.0,534.0,351.0,327.0,1597.0,42.853986618521624,-8.56071915517357
2016,1507805017,132.0,85.0,267.0,225.0,233.0,942.0,42.85881595243392,-8.573978397429464
2016,1507805018,188.0,131.0,370.0,260.0,409.0,1358.0,42.872931988831475,-8.549971650828974
2016,1507805019,117.0,120.0,304.0,230.0,300.0,1071.0,42.8707330881956,-8.549147135986184
2016,1507805020,474.0,220.0,807.0,440.0,432.0,2373.0,42.85432386578378,-8.542646577910388
2016,1507805021,114.0,102.0,255.0,241.0,228.0,940.0,42.871888238793645,-8.57196955759879
2016,1507805022,115.0,89.0,196.0,142.0,153.0,695.0,42.87078589895118,-8.547402184697491
2016,1507805023,310.0,157.0,651.0,209.0,144.0,1471.0,42.869056649466394,-8.56309361657257
2016,1507806001,119.0,93.0,236.0,228.0,230.0,906.0,42.922119075541,-8.464659913029125
2016,1507806002,109.0,79.0,212.0,193.0,256.0,849.0,42.95482873065492,-8.438392858817013
2016,1507806003,106.0,53.0,194.0,153.0,226.0,732.0,42.95839906577233,-8.49687858946074
2016,1507806004,77.0,71.0,157.0,153.0,235.0,693.0,42.950693143995615,-8.581409356862306
2016,1507806005,135.0,93.0,277.0,229.0,245.0,979.0,42.89882228425734,-8.439154981649688
2016,1507901001,60.0,55.0,173.0,146.0,304.0,738.0,42.87136772785326,-8.112773242517795
2016,1507902001,86.0,88.0,204.0,211.0,345.0,934.0,42.86559213689545,-8.034415227599991
2016,1508001001,73.0,71.0,186.0,225.0,360.0,915.0,43.02409427984439,-8.036809511203588
2016,1508002001,80.0,92.0,207.0,219.0,369.0,967.0,43.072673731199316,-7.978051771897839
2016,1508101001,130.0,90.0,330.0,272.0,338.0,1160.0,43.52489412650428,-7.920680713627709
2016,1508201001,675.0,181.0,1230.0,385.0,193.0,2664.0,42.81420548085536,-8.545002778578572
2016,1508201002,326.0,152.0,499.0,392.0,345.0,1714.0,42.82158846775119,-8.557100841515417
2016,1508201003,186.0,112.0,338.0,251.0,262.0,1149.0,42.82910382579347,-8.57561324100322
2016,1508201004,454.0,165.0,761.0,392.0,348.0,2120.0,42.81906269773759,-8.59255761486608
2016,1508201005,204.0,119.0,370.0,337.0,322.0,1352.0,42.8151642062835,-8.613040872061728
2016,1508201006,324.0,319.0,526.0,568.0,285.0,2022.0,42.842819236656084,-8.537325721769774
2016,1508201007,193.0,147.0,242.0,344.0,121.0,1047.0,42.84124368750533,-8.551784095439404
2016,1508201008,167.0,113.0,322.0,233.0,214.0,1049.0,42.82577240819809,-8.534283676577884
2016,1508202001,235.0,87.0,436.0,285.0,258.0,1301.0,42.79003486681358,-8.596542033761486
2016,1508202002,227.0,135.0,424.0,307.0,351.0,1444.0,42.77194907120903,-8.563276805149869
2016,1508203001,96.0,66.0,179.0,135.0,216.0,692.0,42.77072538321365,-8.518848325950257
2016,1508203002,399.0,197.0,669.0,380.0,311.0,1956.0,42.7928005665484,-8.533957692419529
2016,1508301001,107.0,103.0,289.0,297.0,400.0,1196.0,42.9696769314587,-7.954887615599784
2016,1508401001,94.0,107.0,255.0,237.0,404.0,1097.0,43.102409643897545,-8.566967511033132
2016,1508401002,84.0,74.0,208.0,200.0,334.0,900.0,43.098881037104434,-8.629687886416948
2016,1508402001,86.0,83.0,231.0,192.0,343.0,935.0,43.0940078178772,-8.51478324396921
2016,1508402002,46.0,50.0,128.0,134.0,232.0,590.0,43.04919374958453,-8.50621999803004
2016,1508501001,136.0,102.0,236.0,193.0,272.0,939.0,42.84783700239452,-8.29336811752594
2016,1508501002,62.0,72.0,132.0,128.0,183.0,577.0,42.86220096996127,-8.339041757798858
2016,1508502001,99.0,109.0,261.0,266.0,403.0,1138.0,42.868846891986,-8.25611436755796
2016,1508503001,101.0,101.0,251.0,244.0,352.0,1049.0,42.84683330620103,-8.375009978449619
2016,1508601001,69.0,55.0,168.0,168.0,257.0,717.0,43.02491807183259,-8.517759964351987
2016,1508601002,143.0,109.0,305.0,264.0,286.0,1107.0,42.988555297524925,-8.502807321424266
2016,1508601004,61.0,61.0,150.0,143.0,224.0,639.0,42.990301095548496,-8.57092702016059
2016,1508601005,55.0,83.0,170.0,151.0,268.0,727.0,43.040313602560964,-8.587363406404934
2016,1508701001,311.0,168.0,693.0,482.0,611.0,2265.0,43.598062959930054,-8.131796519380027
2016,1508701002,139.0,71.0,289.0,276.0,319.0,1094.0,43.59086010000093,-8.160482120698541
2016,1508701003,170.0,100.0,346.0,333.0,367.0,1316.0,43.5902982020988,-8.19385586402626
2016,1508701004,87.0,41.0,177.0,133.0,212.0,650.0,43.56509281080004,-8.172142919546893
2016,1508702001,147.0,83.0,339.0,274.0,482.0,1325.0,43.61831662569927,-8.08117832474611
2016,1508801001,235.0,153.0,475.0,322.0,413.0,1598.0,43.02583149809376,-8.63946489163619
2016,1508801002,91.0,75.0,202.0,222.0,399.0,989.0,43.058981663210254,-8.659176249273642
2016,1508801003,142.0,96.0,327.0,306.0,516.0,1387.0,42.98956490816826,-8.657458732512898
2016,1508901001,244.0,135.0,482.0,334.0,288.0,1483.0,42.80785283616782,-8.501179290944297
2016,1508901002,208.0,132.0,380.0,220.0,326.0,1266.0,42.770025959501176,-8.48390793952864
2016,1508902001,159.0,150.0,405.0,292.0,378.0,1384.0,42.78000676927199,-8.425060572019031
2016,1508902002,104.0,89.0,225.0,201.0,260.0,879.0,42.76294605182252,-8.449444555779401
2016,1509001001,48.0,42.0,149.0,143.0,243.0,625.0,43.077793665425894,-8.128635024703124
2016,1509001002,52.0,50.0,166.0,132.0,250.0,650.0,43.06657378016698,-8.070492862483231
2016,1509101001,130.0,92.0,332.0,301.0,405.0,1260.0,43.3565398063905,-8.12371888443861
2016,1509201001,294.0,193.0,594.0,400.0,489.0,1970.0,43.11012058180005,-9.036046577109863
2016,1509201002,93.0,78.0,220.0,191.0,273.0,855.0,43.069515658968434,-9.056110366445365
2016,1509201003,117.0,104.0,262.0,209.0,319.0,1011.0,43.03930415628406,-9.011002262228574
2016,1509202001,166.0,138.0,369.0,327.0,475.0,1475.0,43.11616153087516,-8.985451335853783
2016,1509203001,100.0,100.0,220.0,202.0,438.0,1060.0,43.10941727267043,-9.106355631474706
2016,1509203003,120.0,96.0,239.0,223.0,329.0,1007.0,43.14408304556733,-9.065488858863318
2016,1509301001,144.0,124.0,282.0,312.0,413.0,1275.0,43.08822517436646,-8.927895816296724
2016,1509301003,102.0,84.0,250.0,239.0,401.0,1076.0,43.032976069447315,-8.93879966002699
2016,1509302001,44.0,46.0,117.0,130.0,213.0,550.0,43.130110221968,-8.872727444017844
2016,1509302002,75.0,56.0,156.0,159.0,229.0,675.0,43.1426078697814,-8.924056311157521
2016,1509303001,177.0,103.0,348.0,283.0,269.0,1180.0,43.16170845765016,-8.96794293980044
2016,1590101001,161.0,107.0,338.0,313.0,484.0,1403.0,43.7569887750751,-7.878475136210666
2016,1590101002,183.0,139.0,411.0,290.0,398.0,1421.0,43.74840763561637,-7.8954037815637275
2016,1590101003,123.0,87.0,305.0,264.0,469.0,1248.0,43.71746353364893,-7.906969646817207
2016,1590201001,133.0,75.0,319.0,174.0,257.0,958.0,43.22353616196035,-8.183426662434995
2016,1590201002,161.0,63.0,305.0,236.0,391.0,1156.0,43.2310963095167,-8.211454418249753
2016,1590202001,95.0,83.0,305.0,220.0,355.0,1058.0,43.189014352397884,-8.130535474685844
2016,1590203001,129.0,109.0,336.0,327.0,557.0,1458.0,43.169280613578344,-8.239427783155179
2016,1590203002,43.0,41.0,140.0,107.0,220.0,551.0,43.151332333567645,-8.176657505124385
2017,1500101001,131.0,56.0,286.0,181.0,239.0,893.0,43.220041663474596,-8.296500337840394
2017,1500101002,99.0,61.0,170.0,172.0,242.0,744.0,43.203008706341244,-8.26790643268544
2017,1500102001,100.0,47.0,188.0,166.0,208.0,709.0,43.21593644044922,-8.332758487000069
2017,1500102002,79.0,40.0,176.0,147.0,262.0,704.0,43.17391175651273,-8.322096332161038
2017,1500103001,209.0,100.0,414.0,323.0,438.0,1484.0,43.237944527638305,-8.2624210930593
2017,1500103002,161.0,80.0,276.0,196.0,220.0,933.0,43.27089841322744,-8.277544254753089
2017,1500201001,111.0,61.0,204.0,184.0,273.0,833.0,42.89239413791056,-8.693515195459076
2017,1500201003,121.0,71.0,240.0,204.0,254.0,890.0,42.928953646942254,-8.638747869685222
2017,1500202001,201.0,82.0,303.0,214.0,158.0,958.0,42.87738034079756,-8.642934905022104
2017,1500202002,266.0,116.0,407.0,281.0,279.0,1349.0,42.89914429335863,-8.652257929580768
2017,1500203001,278.0,141.0,431.0,339.0,332.0,1521.0,42.84222666723952,-8.621585643562739
2017,1500203002,333.0,110.0,498.0,184.0,121.0,1246.0,42.861683883184675,-8.662677769276115
2017,1500203003,333.0,97.0,467.0,228.0,204.0,1329.0,42.8492318102169,-8.638974763418062
2017,1500203004,265.0,186.0,442.0,401.0,357.0,1651.0,42.848297041698586,-8.599096312653277
2017,1500203005,519.0,211.0,894.0,402.0,188.0,2214.0,42.84223321951748,-8.580695115477573
2017,1500203006,249.0,115.0,383.0,230.0,93.0,1070.0,42.844628745444744,-8.578758687810735
2017,1500203007,478.0,159.0,659.0,337.0,131.0,1764.0,42.86376248723609,-8.640292212502416
2017,1500203008,546.0,189.0,973.0,371.0,114.0,2193.0,42.84748869140305,-8.577032020180189
2017,1500203009,565.0,282.0,1009.0,455.0,204.0,2515.0,42.84522611701381,-8.571072604164074
2017,1500203010,210.0,138.0,183.0,294.0,62.0,887.0,42.8683635782732,-8.628460211654998
2017,1500203011,449.0,128.0,709.0,259.0,134.0,1679.0,42.855114890927396,-8.65434778921859
2017,1500203012,575.0,183.0,1014.0,325.0,201.0,2298.0,42.85938126914952,-8.643596488435923
2017,1500203013,509.0,215.0,788.0,386.0,115.0,2013.0,42.84613451998324,-8.57801006116052
2017,1500203014,327.0,62.0,605.0,125.0,36.0,1155.0,42.84913368040259,-8.583483128643646
2017,1500203015,456.0,148.0,834.0,263.0,127.0,1828.0,42.86380054187286,-8.65698530325735
2017,1500203016,355.0,115.0,627.0,221.0,124.0,1442.0,42.842358021600944,-8.5743384848239
2017,1500301001,76.0,86.0,202.0,182.0,358.0,904.0,43.23699808697841,-7.977895482788841
2017,1500301002,75.0,71.0,232.0,229.0,424.0,1031.0,43.206238385523186,-8.053182239627853
2017,1500401001,124.0,80.0,278.0,257.0,306.0,1045.0,43.42345406772803,-8.24724838622464
2017,1500401002,312.0,146.0,565.0,345.0,377.0,1745.0,43.429499680315956,-8.241097396404268
2017,1500401003,337.0,171.0,658.0,458.0,490.0,2114.0,43.441742771362925,-8.272753336424344
2017,1500402001,91.0,40.0,204.0,150.0,269.0,754.0,43.42989868431622,-8.214014035887626
2017,1500501001,764.0,277.0,1113.0,471.0,277.0,2902.0,43.30453116929765,-8.518966688205538
2017,1500501002,250.0,156.0,440.0,280.0,174.0,1300.0,43.30438053985921,-8.50938297438951
2017,1500501003,320.0,141.0,594.0,242.0,198.0,1495.0,43.306377133089285,-8.49196570715883
2017,1500501004,251.0,224.0,518.0,423.0,223.0,1639.0,43.328445960929635,-8.494073728255277
2017,1500501005,201.0,99.0,333.0,282.0,302.0,1217.0,43.29542577783004,-8.456272928565191
2017,1500501006,386.0,176.0,776.0,329.0,230.0,1897.0,43.31664166967468,-8.472172282803653
2017,1500501007,504.0,204.0,850.0,444.0,378.0,2380.0,43.31542851373228,-8.51668277922616
2017,1500501008,478.0,203.0,826.0,350.0,229.0,2086.0,43.3029385849699,-8.510766980079236
2017,1500501009,364.0,178.0,636.0,364.0,207.0,1749.0,43.32109665812615,-8.4806040584262
2017,1500501010,365.0,123.0,685.0,196.0,150.0,1519.0,43.30147860125572,-8.50923372121298
2017,1500501011,287.0,152.0,575.0,236.0,106.0,1356.0,43.311067058142406,-8.501257863694429
2017,1500502001,162.0,76.0,335.0,295.0,402.0,1270.0,43.28289047806904,-8.53348992429487
2017,1500502002,331.0,126.0,536.0,315.0,299.0,1607.0,43.27857530659833,-8.488453510685765
2017,1500503001,187.0,102.0,394.0,314.0,421.0,1418.0,43.28926464803125,-8.569039292433947
2017,1500504001,375.0,154.0,746.0,357.0,216.0,1848.0,43.3303027760073,-8.460255477641489
2017,1500504002,368.0,190.0,755.0,387.0,316.0,2016.0,43.34534651197927,-8.458867807423928
2017,1500504003,330.0,173.0,748.0,444.0,384.0,2079.0,43.34420143510674,-8.479610455195802
2017,1500504004,293.0,168.0,636.0,409.0,250.0,1756.0,43.339346111697566,-8.449093355278842
2017,1500601001,301.0,167.0,531.0,344.0,383.0,1726.0,42.930514309440795,-8.157796313391588
2017,1500601002,122.0,104.0,259.0,288.0,359.0,1132.0,42.960089029631696,-8.21221577149296
2017,1500601003,61.0,62.0,152.0,192.0,263.0,730.0,42.92501682290931,-8.112912834421032
2017,1500601004,50.0,39.0,133.0,133.0,212.0,567.0,42.87885205528189,-8.172908856518088
2017,1500601005,83.0,65.0,141.0,193.0,223.0,705.0,42.9098369401417,-8.206998082339284
2017,1500601007,167.0,107.0,353.0,258.0,378.0,1263.0,42.917047060962595,-8.158208716297967
2017,1500701001,93.0,96.0,242.0,242.0,380.0,1053.0,42.95149214946835,-8.750613984883591
2017,1500701002,130.0,109.0,313.0,295.0,535.0,1382.0,42.966995546476205,-8.717137414502123
2017,1500702001,114.0,80.0,248.0,247.0,417.0,1106.0,42.967223603860475,-8.801979104064939
2017,1500801001,190.0,91.0,339.0,336.0,419.0,1375.0,43.33416252764535,-8.237122446974228
2017,1500801002,134.0,56.0,232.0,191.0,273.0,886.0,43.32034940651434,-8.268981705555843
2017,1500802001,215.0,104.0,394.0,317.0,408.0,1438.0,43.31404483335008,-8.223476068513765
2017,1500803001,303.0,166.0,529.0,463.0,464.0,1925.0,43.30605508368194,-8.258967811129104
2017,1500803002,145.0,92.0,264.0,241.0,257.0,999.0,43.28842421104269,-8.24614405379531
2017,1500901001,217.0,165.0,441.0,340.0,417.0,1580.0,43.282033431822384,-8.2114994525085
2017,1500901004,236.0,89.0,437.0,207.0,210.0,1179.0,43.28132271677497,-8.215807151127464
2017,1500901005,260.0,168.0,453.0,354.0,401.0,1636.0,43.27799295358181,-8.210056531170224
2017,1500901006,335.0,126.0,604.0,353.0,395.0,1813.0,43.27423715590199,-8.200281258862855
2017,1500901007,220.0,127.0,441.0,320.0,393.0,1501.0,43.292449827427056,-8.200645433017966
2017,1500901008,193.0,150.0,463.0,375.0,443.0,1624.0,43.26874789496935,-8.20690917705021
2017,1500901009,118.0,49.0,213.0,150.0,194.0,724.0,43.26924025958285,-8.249886479105916
2017,1500901010,204.0,102.0,400.0,322.0,414.0,1442.0,43.27112259405406,-8.225565825832042
2017,1500901012,303.0,125.0,497.0,292.0,225.0,1442.0,43.27402679901076,-8.209182850084291
2017,1501001001,80.0,94.0,223.0,273.0,375.0,1045.0,43.014747648174996,-8.161521175196723
2017,1501002001,81.0,82.0,220.0,239.0,373.0,995.0,42.999634186094326,-8.089595565199293
2017,1501101001,276.0,174.0,552.0,312.0,318.0,1632.0,42.65490129236771,-8.883352947050309
2017,1501101002,553.0,236.0,919.0,484.0,358.0,2550.0,42.64235228021651,-8.87823739929182
2017,1501101003,419.0,224.0,692.0,388.0,201.0,1924.0,42.64551542974157,-8.889976305579701
2017,1501101005,204.0,134.0,420.0,308.0,340.0,1406.0,42.616270469241385,-8.879655873881893
2017,1501101006,119.0,61.0,217.0,185.0,196.0,778.0,42.621791082381606,-8.873079378700638
2017,1501101007,278.0,160.0,459.0,343.0,415.0,1655.0,42.631270226294234,-8.858591814670154
2017,1501101008,388.0,146.0,644.0,221.0,194.0,1593.0,42.648247108781476,-8.870941896165817
2017,1501101009,218.0,107.0,397.0,208.0,185.0,1115.0,42.63876897315683,-8.883096068700755
2017,1501102001,109.0,82.0,246.0,158.0,289.0,884.0,42.680171832970004,-8.858657402458586
2017,1501102002,154.0,68.0,265.0,159.0,284.0,930.0,42.667706242004236,-8.866632466114625
2017,1501102003,117.0,61.0,192.0,125.0,234.0,729.0,42.70497355459731,-8.846291546765455
2017,1501103001,225.0,147.0,355.0,277.0,354.0,1358.0,42.6925958512849,-8.906446870015248
2017,1501103002,251.0,161.0,456.0,307.0,329.0,1504.0,42.635972597875856,-8.907165055346296
2017,1501103003,139.0,57.0,249.0,163.0,219.0,827.0,42.65678836958026,-8.924436267656287
2017,1501201001,90.0,70.0,174.0,157.0,231.0,722.0,42.81167868234659,-8.420025570341458
2017,1501201002,235.0,171.0,464.0,347.0,330.0,1547.0,42.85203063077375,-8.439686754894627
2017,1501201004,176.0,100.0,322.0,199.0,181.0,978.0,42.803982545698105,-8.464059669895427
2017,1501201005,132.0,90.0,259.0,231.0,283.0,995.0,42.800238247807016,-8.364104424010437
2017,1501301001,343.0,145.0,580.0,321.0,328.0,1717.0,42.86166467178951,-8.694382983151657
2017,1501302001,240.0,96.0,407.0,275.0,271.0,1289.0,42.845452780045434,-8.676532019821526
2017,1501302002,498.0,181.0,777.0,338.0,149.0,1943.0,42.853394529900065,-8.677611021794604
2017,1501303001,304.0,118.0,521.0,313.0,370.0,1626.0,42.82408402260994,-8.668803110213888
2017,1501304001,112.0,97.0,282.0,230.0,403.0,1124.0,42.861131238349515,-8.760309759844263
2017,1501401001,162.0,118.0,313.0,313.0,398.0,1304.0,43.21216002066206,-8.914909430372816
2017,1501401002,136.0,130.0,298.0,322.0,382.0,1268.0,43.201069425922896,-8.959427070594142
2017,1501402001,74.0,45.0,149.0,144.0,224.0,636.0,43.177466671794804,-8.901787585090435
2017,1501402002,54.0,34.0,131.0,141.0,230.0,590.0,43.21465556576618,-8.855724422905842
2017,1501402003,41.0,47.0,113.0,154.0,194.0,549.0,43.165668252141494,-8.852171163650526
2017,1501501001,185.0,100.0,331.0,282.0,269.0,1167.0,43.422363758038614,-8.151566080487061
2017,1501501002,120.0,88.0,247.0,256.0,270.0,981.0,43.426555431538155,-8.172684443508317
2017,1501501003,133.0,70.0,296.0,226.0,441.0,1166.0,43.43771614741673,-8.12118880267323
2017,1501601001,161.0,124.0,324.0,218.0,261.0,1088.0,43.13184844366592,-9.181685286280555
2017,1501601002,247.0,161.0,422.0,353.0,338.0,1521.0,43.14602605477889,-9.18961379512685
2017,1501601003,70.0,60.0,113.0,167.0,276.0,686.0,43.16393008076851,-9.15017896016467
2017,1501601004,115.0,86.0,231.0,215.0,326.0,973.0,43.14696899113877,-9.120694372351434
2017,1501601005,132.0,115.0,268.0,289.0,347.0,1151.0,43.17666655841467,-9.104951127425469
2017,1501701001,309.0,127.0,455.0,300.0,191.0,1382.0,43.29470219654111,-8.350282643744896
2017,1501701002,219.0,137.0,382.0,363.0,387.0,1488.0,43.28347215981709,-8.366170894684204
2017,1501701003,415.0,229.0,708.0,465.0,197.0,2014.0,43.31339151439619,-8.356661418195866
2017,1501701004,455.0,244.0,761.0,553.0,285.0,2298.0,43.32008525022228,-8.355645250597155
2017,1501701005,382.0,124.0,576.0,319.0,258.0,1659.0,43.29985794615184,-8.339848830066199
2017,1501701006,263.0,131.0,443.0,277.0,137.0,1251.0,43.30325364181309,-8.351499068638644
2017,1501701007,287.0,159.0,516.0,403.0,231.0,1596.0,43.3195837624585,-8.360283983535897
2017,1501701008,296.0,126.0,688.0,269.0,191.0,1570.0,43.31625526705519,-8.35549058857518
2017,1501701009,356.0,166.0,534.0,389.0,97.0,1542.0,43.305895405348785,-8.355795449199585
2017,1501701010,151.0,69.0,262.0,137.0,134.0,753.0,43.284936207315226,-8.333319407984602
2017,1501701011,457.0,123.0,903.0,224.0,138.0,1845.0,43.31779608810409,-8.353950286785999
2017,1501701012,169.0,74.0,270.0,200.0,189.0,902.0,43.29029984024111,-8.345629113699918
2017,1501702001,205.0,80.0,380.0,266.0,363.0,1294.0,43.269825825601814,-8.356824323572882
2017,1501702002,273.0,109.0,414.0,330.0,363.0,1489.0,43.26054938473626,-8.320328691804653
2017,1501702003,369.0,172.0,587.0,538.0,528.0,2194.0,43.29769279375848,-8.304868182945114
2017,1501702004,134.0,90.0,281.0,282.0,284.0,1071.0,43.278683368851574,-8.313744662298184
2017,1501801001,159.0,95.0,354.0,262.0,404.0,1274.0,43.44492640048956,-8.042204226431151
2017,1501901001,167.0,96.0,251.0,218.0,248.0,980.0,43.21366520910579,-8.68926553570391
2017,1501901002,297.0,169.0,508.0,268.0,152.0,1394.0,43.22095932503387,-8.696876949208393
2017,1501901003,434.0,197.0,656.0,396.0,291.0,1974.0,43.21854044431842,-8.683708831555045
2017,1501901004,293.0,192.0,575.0,318.0,323.0,1701.0,43.2094674880139,-8.690253489021853
2017,1501901005,310.0,147.0,593.0,306.0,290.0,1646.0,43.21518266836654,-8.693101675080946
