year,section,population_00-19,population_20-29,population_30-49,population_50-64,population_65-99,population_total,lat,lon
2016,1500101001,132.0,56.0,293.0,167.0,244.0,892.0,43.220041663474596,-8.296500337840394
2016,1500101002,97.0,61.0,177.0,167.0,251.0,753.0,43.203008706341244,-8.26790643268544
2016,1500102001,101.0,56.0,201.0,159.0,212.0,729.0,43.21593644044922,-8.332758487000069
2016,1500102002,81.0,46.0,183.0,153.0,263.0,726.0,43.17391175651273,-8.322096332161038
2016,1500103001,208.0,105.0,416.0,319.0,427.0,1475.0,43.237944527638305,-8.2624210930593
2016,1500103002,162.0,86.0,293.0,197.0,220.0,958.0,43.27089841322744,-8.277544254753089
2016,1500201001,103.0,60.0,206.0,188.0,281.0,838.0,42.89239413791056,-8.693515195459076
2016,1500201003,119.0,72.0,252.0,198.0,256.0,897.0,42.928953646942254,-8.638747869685222
2016,1500202001,204.0,86.0,312.0,197.0,154.0,953.0,42.87738034079756,-8.642934905022104
2016,1500202002,264.0,129.0,420.0,285.0,267.0,1365.0,42.89914429335863,-8.652257929580768
2016,1500203001,272.0,142.0,437.0,335.0,331.0,1517.0,42.84222666723952,-8.621585643562739
2016,1500203002,325.0,121.0,521.0,175.0,115.0,1257.0,42.861683883184675,-8.662677769276115
2016,1500203003,331.0,93.0,467.0,208.0,197.0,1296.0,42.8492318102169,-8.638974763418062
2016,1500203004,265.0,201.0,441.0,416.0,344.0,1667.0,42.848297041698586,-8.599096312653277
2016,1500203005,510.0,212.0,932.0,379.0,191.0,2224.0,42.84223321951748,-8.580695115477573
2016,1500203006,249.0,123.0,383.0,222.0,85.0,1062.0,42.844628745444744,-8.578758687810735
2016,1500203007,463.0,145.0,655.0,296.0,125.0,1684.0,42.86376248723609,-8.640292212502416
2016,1500203008,527.0,190.0,973.0,338.0,104.0,2132.0,42.84748869140305,-8.577032020180189
2016,1500203009,557.0,277.0,1031.0,433.0,191.0,2489.0,42.84522611701381,-8.571072604164074
2016,1500203010,226.0,138.0,191.0,284.0,54.0,893.0,42.8683635782732,-8.628460211654998
2016,1500203011,442.0,135.0,720.0,240.0,137.0,1674.0,42.855114890927396,-8.65434778921859
2016,1500203012,568.0,182.0,1016.0,312.0,179.0,2257.0,42.85938126914952,-8.643596488435923
2016,1500203013,506.0,210.0,845.0,337.0,106.0,2004.0,42.84613451998324,-8.57801006116052
2016,1500203014,292.0,63.0,610.0,105.0,34.0,1104.0,42.84913368040259,-8.583483128643646
2016,1500203015,427.0,155.0,841.0,244.0,114.0,1781.0,42.86380054187286,-8.65698530325735
2016,1500203016,360.0,123.0,653.0,189.0,125.0,1450.0,42.842358021600944,-8.5743384848239
2016,1500301001,85.0,87.0,219.0,183.0,352.0,926.0,43.23699808697841,-7.977895482788841
2016,1500301002,77.0,73.0,246.0,237.0,423.0,1056.0,43.206238385523186,-8.053182239627853
2016,1500401001,136.0,83.0,298.0,245.0,307.0,1069.0,43.42345406772803,-8.24724838622464
2016,1500401002,300.0,154.0,578.0,348.0,354.0,1734.0,43.429499680315956,-8.241097396404268
2016,1500401003,330.0,184.0,667.0,430.0,492.0,2103.0,43.441742771362925,-8.272753336424344
2016,1500402001,84.0,45.0,198.0,162.0,277.0,766.0,43.42989868431622,-8.214014035887626
2016,1500501001,724.0,288.0,1094.0,443.0,275.0,2824.0,43.30453116929765,-8.518966688205538
2016,1500501002,238.0,152.0,446.0,265.0,155.0,1256.0,43.30438053985921,-8.50938297438951
2016,1500501003,318.0,155.0,604.0,239.0,190.0,1506.0,43.306377133089285,-8.49196570715883
2016,1500501004,259.0,219.0,538.0,419.0,220.0,1655.0,43.328445960929635,-8.494073728255277
2016,1500501005,194.0,97.0,323.0,287.0,286.0,1187.0,43.29542577783004,-8.456272928565191
2016,1500501006,395.0,161.0,781.0,318.0,224.0,1879.0,43.31664166967468,-8.472172282803653
2016,1500501007,502.0,199.0,860.0,427.0,361.0,2349.0,43.31542851373228,-8.51668277922616
2016,1500501008,463.0,196.0,836.0,333.0,212.0,2040.0,43.3029385849699,-8.510766980079236
2016,1500501009,372.0,167.0,662.0,342.0,206.0,1749.0,43.32109665812615,-8.4806040584262
2016,1500501010,352.0,117.0,662.0,171.0,138.0,1440.0,43.30147860125572,-8.50923372121298
2016,1500501011,289.0,168.0,577.0,227.0,96.0,1357.0,43.311067058142406,-8.501257863694429
2016,1500502001,147.0,85.0,333.0,295.0,407.0,1267.0,43.28289047806904,-8.53348992429487
2016,1500502002,324.0,133.0,559.0,300.0,296.0,1612.0,43.27857530659833,-8.488453510685765
2016,1500503001,186.0,102.0,400.0,319.0,414.0,1421.0,43.28926464803125,-8.569039292433947
2016,1500504001,345.0,168.0,731.0,334.0,206.0,1784.0,43.3303027760073,-8.460255477641489
2016,1500504002,366.0,202.0,769.0,358.0,303.0,1998.0,43.34534651197927,-8.458867807423928
2016,1500504003,334.0,192.0,791.0,426.0,384.0,2127.0,43.34420143510674,-8.479610455195802
2016,1500504004,300.0,173.0,681.0,389.0,245.0,1788.0,43.339346111697566,-8.449093355278842
2016,1500601001,300.0,178.0,557.0,330.0,370.0,1735.0,42.930514309440795,-8.157796313391588
2016,1500601002,131.0,109.0,264.0,277.0,369.0,1150.0,42.960089029631696,-8.21221577149296
2016,1500601003,65.0,64.0,160.0,191.0,274.0,754.0,42.92501682290931,-8.112912834421032
2016,1500601004,54.0,44.0,134.0,137.0,209.0,578.0,42.87885205528189,-8.172908856518088
2016,1500601005,83.0,71.0,152.0,199.0,226.0,731.0,42.9098369401417,-8.206998082339284
2016,1500601007,163.0,105.0,355.0,263.0,377.0,1263.0,42.917047060962595,-8.158208716297967
2016,1500701001,105.0,118.0,307.0,272.0,486.0,1288.0,42.95149214946835,-8.750613984883591
2016,1500701002,123.0,92.0,281.0,272.0,444.0,1212.0,42.966995546476205,-8.717137414502123
2016,1500702001,122.0,82.0,270.0,250.0,421.0,1145.0,42.967223603860475,-8.801979104064939
2016,1500801001,188.0,98.0,349.0,323.0,414.0,1372.0,43.33416252764535,-8.237122446974228
2016,1500801002,128.0,55.0,237.0,186.0,281.0,887.0,43.32034940651434,-8.268981705555843
2016,1500802001,203.0,105.0,398.0,325.0,401.0,1432.0,43.31404483335008,-8.223476068513765
2016,1500803001,299.0,175.0,542.0,453.0,465.0,1934.0,43.30605508368194,-8.258967811129104
2016,1500803002,154.0,103.0,276.0,247.0,251.0,1031.0,43.28842421104269,-8.24614405379531
2016,1500901001,219.0,169.0,462.0,320.0,425.0,1595.0,43.282033431822384,-8.2114994525085
2016,1500901004,231.0,93.0,442.0,221.0,200.0,1187.0,43.28132271677497,-8.215807151127464
2016,1500901005,250.0,175.0,438.0,345.0,396.0,1604.0,43.27799295358181,-8.210056531170224
2016,1500901006,332.0,124.0,600.0,343.0,394.0,1793.0,43.27423715590199,-8.200281258862855
2016,1500901007,228.0,138.0,445.0,319.0,395.0,1525.0,43.292449827427056,-8.200645433017966
2016,1500901008,199.0,162.0,475.0,380.0,444.0,1660.0,43.26874789496935,-8.20690917705021
2016,1500901009,121.0,51.0,208.0,148.0,199.0,727.0,43.26924025958285,-8.249886479105916
2016,1500901010,197.0,101.0,403.0,322.0,401.0,1424.0,43.27112259405406,-8.225565825832042
2016,1500901012,300.0,120.0,534.0,278.0,219.0,1451.0,43.27402679901076,-8.209182850084291
2016,1501001001,92.0,100.0,245.0,262.0,385.0,1084.0,43.014747648174996,-8.161521175196723
2016,1501002001,82.0,86.0,233.0,234.0,392.0,1027.0,42.999634186094326,-8.089595565199293
2016,1501101001,285.0,169.0,558.0,328.0,299.0,1639.0,42.65490129236771,-8.883352947050309
2016,1501101002,551.0,239.0,950.0,464.0,338.0,2542.0,42.64235228021651,-8.87823739929182
2016,1501101003,411.0,223.0,711.0,360.0,195.0,1900.0,42.64551542974157,-8.889976305579701
2016,1501101005,209.0,139.0,438.0,301.0,332.0,1419.0,42.616270469241385,-8.879655873881893
2016,1501101006,124.0,63.0,223.0,186.0,193.0,789.0,42.621791082381606,-8.873079378700638
2016,1501101007,281.0,171.0,472.0,333.0,423.0,1680.0,42.631270226294234,-8.858591814670154
2016,1501101008,368.0,133.0,637.0,210.0,190.0,1538.0,42.648247108781476,-8.870941896165817
2016,1501101009,223.0,94.0,410.0,191.0,184.0,1102.0,42.63876897315683,-8.883096068700755
2016,1501102001,111.0,82.0,260.0,148.0,293.0,894.0,42.680171832970004,-8.858657402458586
2016,1501102002,157.0,69.0,274.0,159.0,282.0,941.0,42.667706242004236,-8.866632466114625
2016,1501102003,111.0,54.0,194.0,134.0,232.0,725.0,42.70497355459731,-8.846291546765455
2016,1501103001,231.0,157.0,351.0,266.0,350.0,1355.0,42.6925958512849,-8.906446870015248
2016,1501103002,249.0,164.0,459.0,315.0,310.0,1497.0,42.635972597875856,-8.907165055346296
2016,1501103003,143.0,64.0,255.0,168.0,220.0,850.0,42.65678836958026,-8.924436267656287
2016,1501201001,93.0,70.0,190.0,157.0,240.0,750.0,42.81167868234659,-8.420025570341458
2016,1501201002,236.0,173.0,471.0,344.0,334.0,1558.0,42.85203063077375,-8.439686754894627
2016,1501201004,170.0,108.0,328.0,192.0,173.0,971.0,42.803982545698105,-8.464059669895427
2016,1501201005,132.0,100.0,269.0,225.0,286.0,1012.0,42.800238247807016,-8.364104424010437
2016,1501301001,330.0,154.0,571.0,312.0,331.0,1698.0,42.86166467178951,-8.694382983151657
2016,1501302001,215.0,90.0,407.0,277.0,263.0,1252.0,42.845452780045434,-8.676532019821526
2016,1501302002,501.0,175.0,780.0,310.0,145.0,1911.0,42.853394529900065,-8.677611021794604
2016,1501303001,281.0,122.0,515.0,307.0,374.0,1599.0,42.82408402260994,-8.668803110213888
2016,1501304001,118.0,97.0,278.0,230.0,407.0,1130.0,42.861131238349515,-8.760309759844263
2016,1501401001,165.0,138.0,333.0,310.0,392.0,1338.0,43.21216002066206,-8.914909430372816
2016,1501401002,144.0,136.0,299.0,335.0,369.0,1283.0,43.201069425922896,-8.959427070594142
2016,1501402001,73.0,51.0,148.0,145.0,231.0,648.0,43.177466671794804,-8.901787585090435
2016,1501402002,54.0,39.0,137.0,149.0,238.0,617.0,43.21465556576618,-8.855724422905842
2016,1501402003,40.0,47.0,116.0,163.0,194.0,560.0,43.165668252141494,-8.852171163650526
2016,1501501001,192.0,92.0,343.0,269.0,263.0,1159.0,43.422363758038614,-8.151566080487061
2016,1501501002,129.0,87.0,257.0,258.0,268.0,999.0,43.426555431538155,-8.172684443508317
2016,1501501003,128.0,74.0,296.0,230.0,373.0,1101.0,43.43771614741673,-8.12118880267323
2016,1501601001,166.0,125.0,335.0,210.0,255.0,1091.0,43.13184844366592,-9.181685286280555
2016,1501601002,255.0,162.0,436.0,354.0,328.0,1535.0,43.14602605477889,-9.18961379512685
2016,1501601003,70.0,64.0,118.0,169.0,285.0,706.0,43.16393008076851,-9.15017896016467
2016,1501601004,114.0,99.0,235.0,224.0,323.0,995.0,43.14696899113877,-9.120694372351434
2016,1501601005,130.0,123.0,287.0,277.0,342.0,1159.0,43.17666655841467,-9.104951127425469
2016,1501701001,311.0,118.0,483.0,273.0,182.0,1367.0,43.29470219654111,-8.350282643744896
2016,1501701002,216.0,142.0,391.0,355.0,378.0,1482.0,43.28347215981709,-8.366170894684204
2016,1501701003,424.0,219.0,726.0,448.0,188.0,2005.0,43.31339151439619,-8.356661418195866
2016,1501701004,447.0,241.0,773.0,501.0,278.0,2240.0,43.32008525022228,-8.355645250597155
2016,1501701005,381.0,123.0,606.0,301.0,249.0,1660.0,43.29985794615184,-8.339848830066199
2016,1501701006,258.0,140.0,456.0,248.0,129.0,1231.0,43.30325364181309,-8.351499068638644
2016,1501701007,282.0,164.0,539.0,386.0,222.0,1593.0,43.3195837624585,-8.360283983535897
2016,1501701008,289.0,138.0,691.0,254.0,182.0,1554.0,43.31625526705519,-8.35549058857518
2016,1501701009,364.0,168.0,562.0,359.0,95.0,1548.0,43.305895405348785,-8.355795449199585
2016,1501701010,145.0,75.0,261.0,132.0,139.0,752.0,43.284936207315226,-8.333319407984602
2016,1501701011,441.0,105.0,902.0,211.0,126.0,1785.0,43.31779608810409,-8.353950286785999
2016,1501701012,163.0,72.0,288.0,195.0,181.0,899.0,43.29029984024111,-8.345629113699918
2016,1501702001,195.0,84.0,385.0,264.0,358.0,1286.0,43.269825825601814,-8.356824323572882
2016,1501702002,255.0,119.0,421.0,315.0,357.0,1467.0,43.26054938473626,-8.320328691804653
2016,1501702003,371.0,163.0,610.0,537.0,506.0,2187.0,43.29769279375848,-8.304868182945114
2016,1501702004,142.0,88.0,300.0,271.0,284.0,1085.0,43.278683368851574,-8.313744662298184
2016,1501801001,162.0,106.0,375.0,263.0,412.0,1318.0,43.44492640048956,-8.042204226431151
2016,1501901001,165.0,92.0,264.0,216.0,233.0,970.0,43.21366520910579,-8.68926553570391
2016,1501901002,306.0,158.0,521.0,235.0,153.0,1373.0,43.22095932503387,-8.696876949208393
2016,1501901003,410.0,198.0,650.0,384.0,271.0,1913.0,43.21854044431842,-8.683708831555045
2016,1501901004,282.0,183.0,613.0,305.0,325.0,1708.0,43.2094674880139,-8.690253489021853
2016,1501901005,288.0,165.0,580.0,304.0,290.0,1627.0,43.21518266836654,-8.693101675080946
2016,1501901006,140.0,84.0,325.0,167.0,186.0,902.0,43.21220235934644,-8.701374446269545
2016,1501901007,171.0,104.0,246.0,149.0,187.0,857.0,43.20027152112059,-8.693749597543356
2016,1501901008,141.0,73.0,192.0,146.0,154.0,706.0,43.215705561477385,-8.72527276014203
2016,1501901009,238.0,126.0,396.0,303.0,359.0,1422.0,43.22846459844659,-8.66789264152783
2016,1501901010,131.0,98.0,258.0,266.0,279.0,1032.0,43.21611507365882,-8.640791732320233
2016,1501901011,75.0,52.0,152.0,144.0,186.0,609.0,43.186522589428456,-8.65151687825945
2016,1501901012,84.0,55.0,150.0,154.0,211.0,654.0,43.181241250218086,-8.68088345799593
2016,1501901013,118.0,79.0,273.0,220.0,301.0,991.0,43.23827124682857,-8.742752015095181
2016,1501901014,78.0,47.0,146.0,154.0,197.0,622.0,43.24795012264766,-8.693140884980508
2016,1501901015,101.0,76.0,207.0,217.0,277.0,878.0,43.198448865290096,-8.623248998374745
2016,1501901016,60.0,65.0,147.0,151.0,295.0,718.0,43.17114217196634,-8.605052446970793
2016,1501901017,113.0,80.0,253.0,250.0,377.0,1073.0,43.14516682859073,-8.643836577104299
2016,1501901019,97.0,73.0,210.0,181.0,253.0,814.0,43.13181155148461,-8.680122230509669
2016,1501901020,113.0,69.0,212.0,176.0,220.0,790.0,43.27288763964425,-8.71618772537049
2016,1501901021,55.0,46.0,170.0,147.0,222.0,640.0,43.278773610555426,-8.665587214272618
2016,1501901022,65.0,55.0,158.0,150.0,213.0,641.0,43.293674286182004,-8.62877622080939
2016,1501901023,379.0,143.0,701.0,235.0,239.0,1697.0,43.20764011257451,-8.697282754351338
2016,1501901024,243.0,106.0,419.0,191.0,279.0,1238.0,43.217120979550856,-8.703549118622728
2016,1501901025,172.0,100.0,318.0,191.0,197.0,978.0,43.21269502490796,-8.685844504953316
2016,1501901026,294.0,115.0,523.0,276.0,240.0,1448.0,43.21787635777465,-8.687287142118414
2016,1501901027,330.0,138.0,619.0,300.0,306.0,1693.0,43.22235120646358,-8.688421477221372
2016,1501901029,467.0,198.0,815.0,351.0,230.0,2061.0,43.21168742469575,-8.694315328051221
2016,1501901030,209.0,113.0,361.0,248.0,270.0,1201.0,43.20707426965474,-8.68868601301037
2016,1502001001,103.0,77.0,234.0,211.0,324.0,949.0,42.822064146907294,-9.084955681053845
2016,1502001002,144.0,94.0,329.0,274.0,446.0,1287.0,42.790417582938865,-9.1174066551701
2016,1502002001,86.0,61.0,179.0,180.0,296.0,802.0,42.859150360373214,-9.080597614438304
2016,1502002002,40.0,36.0,130.0,119.0,204.0,529.0,42.87876486534627,-9.120069582718369
2016,1502101001,220.0,107.0,427.0,192.0,212.0,1158.0,43.23262462519168,-8.347442480390882
2016,1502101002,122.0,90.0,308.0,269.0,392.0,1181.0,43.188659083664156,-8.372730868563233
2016,1502101003,441.0,159.0,809.0,267.0,324.0,2000.0,43.22469002867526,-8.37683621056203
2016,1502102001,132.0,50.0,249.0,185.0,226.0,842.0,43.24093290539187,-8.312807779996678
2016,1502102002,117.0,86.0,250.0,221.0,317.0,991.0,43.24576379687653,-8.355819784592997
2016,1502201001,79.0,67.0,187.0,148.0,249.0,730.0,43.67134422898901,-8.059151162912155
2016,1502201002,316.0,194.0,681.0,409.0,547.0,2147.0,43.66359189188857,-8.048345115433431
2016,1502201003,328.0,214.0,599.0,386.0,420.0,1947.0,43.65551699486942,-8.050646821509627
2016,1502201004,164.0,108.0,351.0,348.0,497.0,1468.0,43.682126402241366,-8.009876349685003
2016,1502201006,82.0,38.0,158.0,150.0,277.0,705.0,43.65466740178081,-7.979248983763282
2016,1502301001,150.0,130.0,336.0,320.0,460.0,1396.0,42.936219741550374,-9.157173390681159
2016,1502301002,335.0,212.0,647.0,397.0,390.0,1981.0,42.955348180716264,-9.186997228009863
2016,1502301003,353.0,159.0,624.0,298.0,321.0,1755.0,42.95457881458866,-9.191509152083217
2016,1502302001,275.0,147.0,500.0,360.0,460.0,1742.0,42.97424388911586,-9.218439673439471
2016,1502302002,99.0,74.0,178.0,166.0,240.0,757.0,42.98944541986809,-9.190400079980174
2016,1502401001,260.0,153.0,632.0,382.0,480.0,1907.0,43.18566782173356,-8.476663474711083
2016,1502401002,112.0,69.0,223.0,165.0,220.0,789.0,43.19367161623695,-8.426505655344263
2016,1502401003,116.0,83.0,296.0,243.0,408.0,1146.0,43.142970269287346,-8.495077628605598
2016,1502401004,141.0,102.0,309.0,213.0,424.0,1189.0,43.15421913616209,-8.549737662868514
2016,1502501001,120.0,103.0,274.0,247.0,447.0,1191.0,43.611686666510074,-7.962457075533316
2016,1502701001,237.0,144.0,517.0,336.0,555.0,1789.0,43.24181960258765,-8.138425218340032
2016,1502801001,217.0,164.0,443.0,383.0,399.0,1606.0,42.93145894012728,-9.198499820626933
2016,1502901001,174.0,92.0,333.0,306.0,379.0,1284.0,43.18579158428165,-8.776620100294432
2016,1502901002,47.0,55.0,151.0,182.0,287.0,722.0,43.20591326827059,-8.806403666470414
2016,1502902001,148.0,98.0,314.0,281.0,428.0,1269.0,43.137129752116486,-8.805193655477394
2016,1502902002,182.0,126.0,380.0,337.0,511.0,1536.0,43.13518620743042,-8.728048235111133
2016,1502902003,217.0,134.0,417.0,396.0,451.0,1615.0,43.19622035841232,-8.737696471904806
2016,1503001001,121.0,92.0,279.0,187.0,270.0,949.0,43.37009101052975,-8.396034318744706
2016,1503001002,89.0,60.0,240.0,163.0,246.0,798.0,43.3716623335319,-8.397736431904844
2016,1503001003,194.0,110.0,448.0,236.0,281.0,1269.0,43.37061521074708,-8.393495734827672
2016,1503001004,219.0,167.0,474.0,311.0,391.0,1562.0,43.3694820207131,-8.406006484728614
2016,1503001005,182.0,79.0,414.0,257.0,423.0,1355.0,43.37053246762512,-8.391644566423517
2016,1503001006,89.0,72.0,293.0,153.0,265.0,872.0,43.37247668187471,-8.397787214402323
2016,1503001007,178.0,178.0,612.0,374.0,436.0,1778.0,43.371628927478405,-8.403689336274661
2016,1503001008,170.0,122.0,447.0,261.0,373.0,1373.0,43.3719532394502,-8.400681914550434
2016,1503001009,223.0,159.0,457.0,232.0,273.0,1344.0,43.36927819039194,-8.400897385369989
2016,1503001012,162.0,121.0,319.0,224.0,341.0,1167.0,43.366232668267195,-8.403426441585232
2016,1503002001,145.0,86.0,370.0,199.0,275.0,1075.0,43.37388883398116,-8.397791775017112
2016,1503002002,102.0,71.0,252.0,129.0,243.0,797.0,43.375721541668334,-8.399311267036538
2016,1503002003,265.0,134.0,487.0,288.0,452.0,1626.0,43.37415440234454,-8.401788764209941
2016,1503002004,99.0,54.0,238.0,135.0,281.0,807.0,43.37368625111059,-8.395636436565656
2016,1503002005,139.0,71.0,316.0,212.0,297.0,1035.0,43.37486685922182,-8.396803363287784
2016,1503002006,173.0,108.0,451.0,274.0,400.0,1406.0,43.376815868583115,-8.39749383433291
2016,1503002007,256.0,141.0,537.0,362.0,427.0,1723.0,43.37503662917914,-8.394446489160513
2016,1503002008,403.0,179.0,687.0,420.0,341.0,2030.0,43.378179864114045,-8.39586511782411
2016,1503002009,305.0,147.0,646.0,338.0,416.0,1852.0,43.37817405227166,-8.399654539031708
2016,1503002010,223.0,135.0,491.0,276.0,296.0,1421.0,43.37752417251575,-8.401295563286194
2016,1503002011,146.0,83.0,308.0,220.0,236.0,993.0,43.37617925650944,-8.403485472723919
2016,1503002012,122.0,96.0,322.0,174.0,256.0,970.0,43.37720468600174,-8.403171325432108
2016,1503002013,157.0,95.0,386.0,182.0,237.0,1057.0,43.37852775261272,-8.40275210473836
2016,1503002014,144.0,89.0,297.0,198.0,233.0,961.0,43.3773237167915,-8.406224122724693
2016,1503002015,189.0,97.0,441.0,255.0,382.0,1364.0,43.37839222109511,-8.404836995113802
2016,1503002016,149.0,83.0,319.0,191.0,301.0,1043.0,43.3798843292848,-8.40519040253058
2016,1503002017,264.0,125.0,570.0,317.0,384.0,1660.0,43.38002123956967,-8.402547303248001
2016,1503002018,251.0,146.0,611.0,323.0,352.0,1683.0,43.380087437646964,-8.400176004774565
2016,1503002019,115.0,68.0,237.0,178.0,212.0,810.0,43.38111314747101,-8.401005327146724
2016,1503002020,153.0,86.0,343.0,257.0,361.0,1200.0,43.379485111817004,-8.408529916858253
2016,1503002021,347.0,110.0,668.0,357.0,264.0,1746.0,43.38231002675062,-8.408534448398575
2016,1503002022,286.0,218.0,413.0,613.0,315.0,1845.0,43.38452153698248,-8.39537870752937
2016,1503002023,103.0,86.0,265.0,205.0,382.0,1041.0,43.38500800245755,-8.402291401296287
2016,1503003001,144.0,91.0,208.0,184.0,247.0,874.0,43.36646909081798,-8.40627810931537
2016,1503003002,240.0,106.0,341.0,245.0,376.0,1308.0,43.366231465533374,-8.408147556461412
2016,1503003003,230.0,93.0,349.0,238.0,579.0,1489.0,43.365374252287026,-8.409360271754391
2016,1503003004,146.0,80.0,350.0,200.0,213.0,989.0,43.36422545924858,-8.411570322431983
2016,1503003005,244.0,100.0,355.0,259.0,407.0,1365.0,43.36359986620341,-8.409108326056472
2016,1503003006,171.0,113.0,303.0,256.0,324.0,1167.0,43.36378688649398,-8.407133784248328
2016,1503003007,246.0,118.0,364.0,286.0,423.0,1437.0,43.36228698869552,-8.405147210947227
2016,1503003009,158.0,95.0,310.0,238.0,450.0,1251.0,43.36237398238733,-8.409295841987612
2016,1503003010,166.0,131.0,348.0,271.0,276.0,1192.0,43.3612549268611,-8.409568481793828
2016,1503003011,191.0,69.0,283.0,204.0,260.0,1007.0,43.36140422581079,-8.407320887063204
2016,1503003012,152.0,78.0,353.0,156.0,193.0,932.0,43.36024334408206,-8.408604536202668
2016,1503003013,194.0,121.0,475.0,269.0,330.0,1389.0,43.35937702735602,-8.408655943836603
2016,1503003014,157.0,108.0,336.0,185.0,272.0,1058.0,43.359759142847146,-8.405959052784317
2016,1503003015,154.0,92.0,285.0,235.0,351.0,1117.0,43.359968564931634,-8.404596994504729
2016,1503003016,263.0,163.0,461.0,418.0,486.0,1791.0,43.3578732342863,-8.404066513312378
2016,1503003017,161.0,116.0,388.0,290.0,419.0,1374.0,43.3558340831318,-8.40518651273692
2016,1503003018,167.0,96.0,339.0,275.0,515.0,1392.0,43.35436580900475,-8.403956864314233
2016,1503003020,224.0,147.0,522.0,308.0,337.0,1538.0,43.35870079372339,-8.400066572807194
2016,1503003021,155.0,68.0,252.0,141.0,228.0,844.0,43.3646049892811,-8.41028965878731
2016,1503003022,99.0,107.0,272.0,226.0,301.0,1005.0,43.35610324443992,-8.400676128637935
2016,1503003023,89.0,64.0,166.0,168.0,220.0,707.0,43.356382610502976,-8.395268142762228
2016,1503004001,126.0,84.0,272.0,190.0,293.0,965.0,43.361758820731204,-8.414683189688922
2016,1503004002,155.0,118.0,307.0,268.0,355.0,1203.0,43.361284782365686,-8.412367987420172
2016,1503004003,151.0,116.0,287.0,274.0,279.0,1107.0,43.35977669184495,-8.415843952440573
2016,1503004004,159.0,130.0,382.0,256.0,266.0,1193.0,43.35869683535776,-8.416619673938996
2016,1503004005,136.0,134.0,337.0,257.0,365.0,1229.0,43.35846920011486,-8.418861017156972
2016,1503004006,165.0,109.0,331.0,238.0,308.0,1151.0,43.35854259172068,-8.41389305220045
2016,1503004007,252.0,192.0,532.0,469.0,407.0,1852.0,43.3584244790122,-8.409369638068172
2016,1503004008,131.0,115.0,337.0,236.0,311.0,1130.0,43.35743278164167,-8.408787708943127
2016,1503004009,142.0,115.0,346.0,238.0,323.0,1164.0,43.35708164527344,-8.407403010344675
2016,1503004010,194.0,133.0,468.0,339.0,450.0,1584.0,43.35541568353404,-8.407463247593471
2016,1503004011,182.0,108.0,341.0,219.0,352.0,1202.0,43.354955280196144,-8.410185970993158
2016,1503004012,172.0,112.0,369.0,261.0,278.0,1192.0,43.356546480271454,-8.410180542466746
2016,1503004013,182.0,151.0,429.0,307.0,478.0,1547.0,43.35686382671878,-8.412138463505526
2016,1503004014,85.0,74.0,231.0,225.0,244.0,859.0,43.356660287048065,-8.41385649207346
2016,1503004015,203.0,118.0,465.0,321.0,484.0,1591.0,43.357623916077635,-8.417200582387064
2016,1503004018,136.0,108.0,311.0,209.0,278.0,1042.0,43.353114820051836,-8.407260483599066
2016,1503004019,109.0,85.0,292.0,184.0,235.0,905.0,43.35354437019732,-8.412027955050098
2016,1503004020,163.0,124.0,408.0,245.0,320.0,1260.0,43.350743575905184,-8.412378392176045
2016,1503004021,88.0,66.0,221.0,147.0,165.0,687.0,43.355032817248414,-8.412666392399041
2016,1503004022,156.0,101.0,350.0,186.0,291.0,1084.0,43.35427625411669,-8.413233206066261
2016,1503004023,249.0,171.0,557.0,390.0,487.0,1854.0,43.35292573658629,-8.414167816903205
2016,1503004024,94.0,74.0,232.0,204.0,211.0,815.0,43.3514722441151,-8.41454954241612
2016,1503004025,148.0,101.0,315.0,202.0,265.0,1031.0,43.355637669514714,-8.411174730175322
2016,1503004026,158.0,94.0,328.0,182.0,234.0,996.0,43.359155318202795,-8.418189023361506
2016,1503004028,167.0,130.0,375.0,317.0,322.0,1311.0,43.35693079804512,-8.415480951902193
2016,1503004029,111.0,76.0,283.0,206.0,324.0,1000.0,43.352555366695206,-8.412335326538393
2016,1503005001,257.0,138.0,437.0,300.0,494.0,1626.0,43.367980830969536,-8.40956986371145
2016,1503005002,149.0,66.0,236.0,212.0,389.0,1052.0,43.36774944127983,-8.413140319854055
2016,1503005003,253.0,148.0,361.0,340.0,377.0,1479.0,43.366440167552064,-8.412058153081777
2016,1503005004,391.0,126.0,496.0,347.0,359.0,1719.0,43.36456587103495,-8.415075196838098
2016,1503005005,182.0,126.0,349.0,279.0,372.0,1308.0,43.36631499264706,-8.41785121963757
2016,1503005006,238.0,112.0,485.0,290.0,368.0,1493.0,43.36995134098484,-8.421544137098369
2016,1503005007,297.0,162.0,462.0,485.0,351.0,1757.0,43.36750803144067,-8.423587424918402
2016,1503005008,231.0,210.0,498.0,472.0,467.0,1878.0,43.37157279471893,-8.426153837759149
2016,1503005009,197.0,129.0,395.0,276.0,342.0,1339.0,43.37214131860552,-8.42088164598841
2016,1503005010,98.0,77.0,285.0,235.0,216.0,911.0,43.37525241762184,-8.42188153299299
2016,1503005011,282.0,124.0,513.0,305.0,258.0,1482.0,43.37607276579041,-8.438946496116152
2016,1503005012,321.0,148.0,621.0,386.0,245.0,1721.0,43.36732348884611,-8.431479780587727
2016,1503005013,192.0,93.0,288.0,222.0,301.0,1096.0,43.36547835634771,-8.411865301791593
